Angle,AutoHitType,AutoPitchType,AwayTeam,AwayTeamForeignID,Balls,BasePositionX,BasePositionY,BasePositionZ,Batter,BatterId,BatterSide,BatterTeam,Bearing,CatchPositionX,CatchPositionY,CatchPositionZ,Catcher,CatcherId,CatcherTeam,CatcherThrowCatchConfidence,CatcherThrowLocationConfidence,CatcherThrowReleaseConfidence,CatcherThrows,ContactPositionX,ContactPositionY,ContactPositionZ,Date,Direction,Distance,EffectiveVelo,ExchangeTime,ExitSpeed,Extension,GameForeignID,GameID,GameUID,HangTime,HitLandingConfidence,HitLaunchConfidence,HitSpinAxis,HitSpinRate,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,HomeTeam,HomeTeamForeignID,HorzApprAngle,HorzBreak,HorzRelAngle,InducedVertBreak,Inning,KorBB,LastTrackedDistance,League,Level,LocalDateTime,MaxHeight,MeasuredDuration,Notes,Outs,OutsOnPlay,PAofInning,PitchCall,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchLocationConfidence,PitchMovementConfidence,PitchNo,PitchReleaseConfidence,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,PitchUID,Pitcher,PitcherId,PitcherSet,PitcherTeam,PitcherThrows,PitchofPA,PlateLocHeight,PlateLocSide,PlayID,PlayResult,PopTime,PositionAt110X,PositionAt110Y,PositionAt110Z,RelHeight,RelSide,RelSpeed,RunsScored,SpeedDrop,SpinAxis,SpinRate,Stadium,Strikes,System,TaggedHitType,TaggedPitchType,ThrowPositionX,ThrowPositionY,ThrowPositionZ,ThrowSpeed,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,Tilt,Time,TimeToBase,Top/Bottom,UTCDate,UTCDateTime,UTCTime,VertApprAngle,VertBreak,VertRelAngle,ZoneSpeed,ZoneTime,ax0,ay0,az0,pfxx,pfxz,vx0,vy0,vz0,x0,y0,z0
,,Sinker,NEB,4865,1,,,,"Nunez, Devin",830147,Left,NEB,,,,,"Worthley, Jeter",10081852,NEB,,,,Right,,,,2025-09-04,,,79.6729,,,6.17326,,20250904-UNebraska-Private-3,64a9a57b-5622-4e38-8489-f1580babfa19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,-1.46374,14.63091,-4.091011,-5.04248,1,Undefined,,Team,TeamExclusive,2025-09-04T16:47:47.1836160-05:00,,,,1,0,2,FoulBallNotFieldable,,,,High,High,9,High,54.33157,-117.00206,10.91714,2.93004,7.90526,-18.38798,-2.9976,8.2247,-5.97544,cc262ac0-89d8-11f0-81c6-51351d1fede5,"Bender, Pryce",830146,Undefined,NEB,Right,4,2.56341,0.43715,55271613-5120-45b8-9d59-fc7af117afa6,Undefined,,,,,2.9232,3.00286,80.25714,0,7.13507,293.620435,2056.979278,UNebraska,2,v3,Undefined,Fastball,,,,,,,,,,,,,,3:45,16:47:47.18,,Top,2025-09-04,2025-09-04T21:47:47.1836160Z,21:47:47.18,-4.966254,-48.24849,3.947311,73.12208,0.47309,-11.95089,21.83427,-36.77597,-8.74489,-3.3674,7.78072,-116.19092,6.53902,-2.7003,50.0,3.19834
,,Cutter,NEB,4865,1,,,,"Nunez, Devin",830147,Left,NEB,,,,,"Worthley, Jeter",10081852,NEB,,,,Right,,,,2025-09-04,,,88.23741,,,6.46341,,20250904-UNebraska-Private-3,64a9a57b-5622-4e38-8489-f1580babfa19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,-0.65053,5.07331,-1.570607,8.20398,1,Undefined,,Team,TeamExclusive,2025-09-04T16:48:10.5674752-05:00,,,,1,0,2,BallCalled,,,,High,High,10,High,54.03979,-127.8111,10.83076,5.27842,1.39987,-12.3832,-2.30567,3.45501,-2.51068,da0fdfa0-89d8-11f0-81c6-51351d1fede5,"Bender, Pryce",830146,Undefined,NEB,Right,5,3.61731,1.28724,4e48fd4d-eac9-44d3-a98d-b390f074d591,Undefined,,,,,5.27705,2.30751,87.30563,0,6.13943,214.799375,2102.574787,UNebraska,2,v3,Undefined,Fastball,,,,,,,,,,,,,,1:15,16:48:10.56,,Top,2025-09-04,2025-09-04T21:48:10.5674752Z,21:48:10.56,-4.408345,-27.02179,0.644305,81.1662,0.427171,-5.02136,21.66153,-24.7664,-3.01421,4.44662,3.29587,-127.12459,0.61496,-2.1987,50.0,5.31035
37.161058,FlyBall,Sinker,NEB,4865,2,,,,"Nunez, Devin",830147,Left,NEB,22.275608,,,,"Worthley, Jeter",10081852,NEB,,,,Right,2.97761,3.48026,-0.78532,2025-09-04,15.546808,392.72875,85.67749,,104.16174,6.30482,,20250904-UNebraska-Private-3,64a9a57b-5622-4e38-8489-f1580babfa19,6.114651,Low,High,195.714019,2801.644841,2.98709,117.1337,-26.60359,6.36421,-1.10461,0.12686,-0.00841,0.00031,-1e-05,3.47623,92.33408,-19.60018,1.20268,-0.037,-0.05162,0.01685,-0.00219,0.0001,-0.78408,32.61261,-2.43588,0.18457,0.05628,-0.02351,0.00363,-0.00025,1e-05,NEB,4865,-1.173221,12.85772,-3.493206,5.63083,1,Undefined,384.99441,Team,TeamExclusive,2025-09-04T16:48:23.4655232-05:00,129.30149,,,1,0,2,InPlay,,,,High,High,11,High,54.19733,-125.81054,13.31079,4.30403,2.40937,-13.77827,-2.65141,7.54041,-6.08222,e1be9430-89d8-11f0-81c6-51351d1fede5,"Bender, Pryce",830146,Undefined,NEB,Right,6,2.70055,0.50546,adf09286-8355-4a26-929a-6aa47b1449f3,HomeRun,,105.26689,81.83398,31.91972,4.30136,2.65635,86.10766,1,7.86824,251.119932,2027.441667,UNebraska,2,v3,FlyBall,Fastball,,,,,,,,,,,,,,2:15,16:48:23.46,,Top,2025-09-04,2025-09-04T21:48:23.4655232Z,21:48:23.46,-4.813313,-31.73136,1.130318,78.23942,0.439934,-12.16444,26.62159,-27.55655,-7.74634,2.94043,7.13313,-124.91922,1.48676,-2.40577,50.0,4.36926
,,Four-Seam,NEB,4865,0,,,,"Buck, Jett",1000352885,Right,NEB,,,,,"Worthley, Jeter",10081852,NEB,,,,Right,,,,2025-09-04,,,88.78308,,,6.45577,,20250904-UNebraska-Private-3,64a9a57b-5622-4e38-8489-f1580babfa19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,-0.417399,6.0578,-1.516299,7.65851,1,Undefined,,Team,TeamExclusive,2025-09-04T16:49:01.3614080-05:00,,,,1,0,3,BallCalled,,,,High,High,12,High,54.04704,-128.82922,11.46124,5.13563,-0.34442,-12.42441,-2.03963,3.34825,-2.97397,f8544960-89d8-11f0-81c6-51351d1fede5,"Bender, Pryce",830146,Undefined,NEB,Right,1,2.7506,1.15337,eda51bb5-722c-4a1f-82cc-ee7e4f9cf77f,Undefined,,,,,5.13409,2.04188,88.0006,0,6.36883,222.017383,2046.446445,UNebraska,0,v3,Undefined,Fastball,,,,,,,,,,,,,,1:30,16:49:01.36,,Top,2025-09-04,2025-09-04T21:49:01.3614080Z,21:49:01.36,-5.205023,-27.13557,-0.132969,81.63177,0.424545,-5.94794,22.92248,-24.84883,-3.52874,4.34587,3.16088,-128.10711,-1.12721,-1.9371,50.0,5.11244
,,Sinker,NEB,4865,1,,,,"Buck, Jett",1000352885,Right,NEB,,,,,"Worthley, Jeter",10081852,NEB,,,,Right,,,,2025-09-04,,,87.81345,,,6.21324,,20250904-UNebraska-Private-3,64a9a57b-5622-4e38-8489-f1580babfa19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,-0.447129,14.26694,-3.021305,6.44803,1,Undefined,,Team,TeamExclusive,2025-09-04T16:49:10.8128768-05:00,,,,1,0,3,StrikeSwinging,,,,High,High,13,High,54.28959,-128.76141,13.03467,5.00757,-1.78463,-12.86913,-2.06159,6.64432,-6.83703,fdfd1bd0-89d8-11f0-81c6-51351d1fede5,"Bender, Pryce",830146,Undefined,NEB,Right,2,1.8723,0.46473,e4b28bee-a9ce-4874-a6c9-485bb023812c,Undefined,,,,,5.00557,2.06683,88.05856,0,7.29975,249.46428,2131.501821,UNebraska,0,v3,Undefined,Fastball,,,,,,,,,,,,,,2:15,16:49:10.81,,Top,2025-09-04,2025-09-04T21:49:10.8128768Z,21:49:10.81,-6.191926,-29.11868,-0.76463,80.7588,0.429233,-13.67407,26.06934,-25.73826,-8.24603,3.88107,6.18723,-127.88998,-2.645,-1.84713,50.0,4.93353
,,Sinker,NEB,4865,1,,,,"Buck, Jett",1000352885,Right,NEB,,,,,"Worthley, Jeter",10081852,NEB,,,,Right,,,,2025-09-04,,,87.49231,,,6.22858,,20250904-UNebraska-Private-3,64a9a57b-5622-4e38-8489-f1580babfa19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,-1.389002,13.06056,-3.742374,9.9928,1,Undefined,,Team,TeamExclusive,2025-09-04T16:49:21.0460160-05:00,,,,1,0,3,FoulBallNotFieldable,,,,High,High,14,High,54.27177,-128.58534,13.7084,5.11765,-1.97049,-11.32819,-2.0356,8.24899,-6.4269,040d89b0-89d9-11f0-81c6-51351d1fede5,"Bender, Pryce",830146,Undefined,NEB,Right,3,2.16669,-0.32779,06c357c4-e27f-41fa-9cfa-af7e7d28f9df,Undefined,,,,,5.11668,2.04166,88.04949,0,7.88182,236.019619,2022.028064,UNebraska,1,v3,Undefined,Fastball,,,,,,,,,,,,,,1:45,16:49:21.04,,Top,2025-09-04,2025-09-04T21:49:21.0460160Z,21:49:21.04,-5.715401,-25.83549,-0.861945,80.16767,0.430809,-12.85379,27.41679,-22.65638,-7.82371,5.79311,7.82045,-127.67127,-2.72585,-1.76773,50.0,5.03936
,,Changeup,NEB,4865,1,,,,"Buck, Jett",1000352885,Right,NEB,,,,,"Worthley, Jeter",10081852,NEB,,,,Right,,,,2025-09-04,,,83.91858,,,6.19132,,20250904-UNebraska-Private-3,64a9a57b-5622-4e38-8489-f1580babfa19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,-0.757818,12.29792,-2.973098,4.06729,1,Undefined,,Team,TeamExclusive,2025-09-04T16:49:36.3306496-05:00,,,,1,0,3,FoulBallNotFieldable,,,,High,High,15,High,54.311,-123.46934,12.74388,4.00322,4.12601,-14.66273,-2.99722,6.28225,-5.49818,0d38f330-89d9-11f0-81c6-51351d1fede5,"Bender, Pryce",830146,Undefined,NEB,Right,4,2.90257,1.27917,2fd31eb3-f96b-45c4-84ac-bba0114e9d3a,Undefined,,,,,3.99977,3.00188,84.49138,0,7.71754,257.199787,1941.63886,UNebraska,2,v3,Undefined,Sinker,,,,,,,,,,,,,,2:30,16:49:36.33,,Top,2025-09-04,2025-09-04T21:49:36.3306496Z,21:49:36.33,-4.552789,-34.87754,1.956157,76.77384,0.449155,-10.99635,25.48776,-29.32547,-7.26807,1.8828,5.89691,-122.57619,3.09838,-2.78383,50.0,4.12979
,,Slider,NEB,4865,1,,,,"Buck, Jett",1000352885,Right,NEB,,,,,"Worthley, Jeter",10081852,NEB,,,,Right,,,,2025-09-04,,,88.46629,,,6.80559,,20250904-UNebraska-Private-3,64a9a57b-5622-4e38-8489-f1580babfa19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,-3.376107,2.66421,-3.861181,5.82803,1,Undefined,,Team,TeamExclusive,2025-09-04T16:49:56.0260096-05:00,,,,1,0,3,BallCalled,,,,High,High,16,High,53.69648,-127.94436,12.31681,5.29519,-2.79871,-13.00166,-1.82564,8.60656,-1.99438,18eb55b0-89d9-11f0-81c6-51351d1fede5,"Bender, Pryce",830146,Undefined,NEB,Right,5,1.74348,-1.47987,8fb5c41d-17ee-4527-8d8a-0f3a1314a3f0,Undefined,,,,,5.29295,1.8271,87.6006,0,6.72638,209.006108,2226.508861,UNebraska,2,v3,Undefined,Fastball,,,,,,,,,,,,,,1:00,16:49:56.02,,Top,2025-09-04,2025-09-04T21:49:56.0260096Z,21:49:56.02,-6.695208,-29.21569,-1.218657,80.87422,0.426066,-3.98877,24.63362,-26.00332,-2.41886,3.74205,8.49099,-127.23067,-3.55209,-1.57797,50.0,5.20319
39.642635,,Sinker,NEB,4865,2,,,,"Buck, Jett",1000352885,Right,NEB,,,,,"Worthley, Jeter",10081852,NEB,,,,Right,3.5406,3.21199,-0.79242,2025-09-04,-34.280595,,87.65289,,77.64649,6.22641,,20250904-UNebraska-Private-3,64a9a57b-5622-4e38-8489-f1580babfa19,,Undefined,High,165.797038,3530.090591,3.54059,72.46024,-14.66103,3.7268,-0.96914,0.50146,-0.37254,0.17888,-0.03537,3.212,72.65536,-18.15274,0.99629,0.13505,-0.46148,0.46435,-0.23502,0.04687,-0.79242,-49.39281,6.79548,-1.52358,0.30311,-0.08189,0.03876,-0.01643,0.00321,NEB,4865,0.268262,16.55977,-2.721566,3.53949,1,Undefined,93.53603,Team,TeamExclusive,2025-09-04T16:50:07.5074048-05:00,67.16345,,,1,1,3,InPlay,,,,High,High,17,High,54.27715,-128.74452,13.57511,5.27271,0.01589,-14.32954,-1.77949,5.94937,-7.78003,1fbd65e0-89d9-11f0-81c6-51351d1fede5,"Bender, Pryce",830146,Undefined,NEB,Right,6,2.63383,0.652,b4e48971-b1b4-44bb-89a2-3e1b3b1d2f80,Out,,,,,5.26987,1.78507,88.00531,0,7.61516,261.761428,2154.638932,UNebraska,2,v3,FlyBall,Fastball,,,,,,,,,,,,,,2:45,16:50:07.50,,Top,2025-09-04,2025-09-04T21:50:07.5074048Z,21:50:07.50,-5.94275,-32.15766,0.047375,80.39015,0.430019,-15.56006,27.15021,-28.65909,-9.433,2.13087,5.43061,-127.83936,-0.93959,-1.58979,50.0,5.25732
,,Sinker,NEB,4865,0,,,,"Overbeek, Josh",802336,Left,NEB,,,,,"Worthley, Jeter",10081852,NEB,,,,Right,,,,2025-09-04,,,88.14222,,,6.29903,,20250904-UNebraska-Private-3,64a9a57b-5622-4e38-8489-f1580babfa19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,0.834449,15.04875,-1.888606,7.05099,1,Undefined,,Team,TeamExclusive,2025-09-04T16:50:43.3991168-05:00,,,,2,0,4,BallCalled,,,,High,High,18,High,54.20268,-128.91959,12.82642,5.16637,-2.18206,-12.52886,-2.08623,4.07203,-6.90219,352bb210-89d9-11f0-81c6-51351d1fede5,"Bender, Pryce",830146,Undefined,NEB,Right,1,1.9425,1.60589,8e844eb6-d046-4308-b411-984fd617a6c2,Undefined,,,,,5.16427,2.09266,88.109,0,7.11362,248.327573,2165.816309,UNebraska,0,v3,Undefined,Fastball,,,,,,,,,,,,,,2:15,16:50:43.39,,Top,2025-09-04,2025-09-04T21:50:43.3991168Z,21:50:43.39,-6.214726,-28.25088,-0.940919,80.99538,0.427632,-13.80438,25.65284,-25.05771,-8.28339,4.2702,3.62055,-128.08059,-3.00159,-1.96043,50.0,5.0816
,,Cutter,NEB,4865,1,,,,"Overbeek, Josh",802336,Left,NEB,,,,,"Worthley, Jeter",10081852,NEB,,,,Right,,,,2025-09-04,,,88.10875,,,6.71582,,20250904-UNebraska-Private-3,64a9a57b-5622-4e38-8489-f1580babfa19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,-1.948499,4.1411,-2.702453,10.10839,1,Undefined,,Team,TeamExclusive,2025-09-04T16:50:57.4145024-05:00,,,,2,0,4,FoulBallNotFieldable,,,,High,High,19,High,53.78694,-127.82755,12.68834,5.30423,-1.77371,-11.26811,-1.81326,5.99333,-2.40592,3d7e6ed0-89d9-11f0-81c6-51351d1fede5,"Bender, Pryce",830146,Undefined,NEB,Right,2,2.48415,-0.31236,c3ed3ae1-392d-4d31-ba36-a3d225e7a846,Undefined,,,,,5.30362,1.81483,87.40325,0,7.07774,204.603847,2186.547797,UNebraska,0,v3,Undefined,Fastball,,,,,,,,,,,,,,12:45,16:50:57.41,,Top,2025-09-04,2025-09-04T21:50:57.4145024Z,21:50:57.41,-5.548935,-25.22033,-0.784265,80.32551,0.427795,-4.81184,25.37669,-22.53622,-2.93484,5.87827,5.85035,-127.07353,-2.44333,-1.6373,50.0,5.24158
,,Changeup,NEB,4865,1,,,,"Overbeek, Josh",802336,Left,NEB,,,,,"Worthley, Jeter",10081852,NEB,,,,Right,,,,2025-09-04,,,86.36175,,,6.1696,,20250904-UNebraska-Private-3,64a9a57b-5622-4e38-8489-f1580babfa19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,0.887053,15.51406,-1.912248,1.96725,1,Undefined,,Team,TeamExclusive,2025-09-04T16:51:29.9104768-05:00,,,,2,0,4,BallCalled,,,,High,High,20,High,54.33408,-126.23304,11.43427,4.56554,1.66497,-15.15046,-2.83003,4.04715,-6.82305,50e7c340-89d9-11f0-81c6-51351d1fede5,"Bender, Pryce",830146,Undefined,NEB,Right,3,2.40719,2.36197,e4ca90b4-bb32-4404-bd72-43dfca88b7a3,Undefined,,,,,4.5614,2.83609,86.2338,0,6.50746,266.523346,2132.11773,UNebraska,1,v3,Undefined,Sinker,,,,,,,,,,,,,,3:00,16:51:29.91,,Top,2025-09-04,2025-09-04T21:51:29.9104768Z,21:51:29.91,-5.636818,-34.80522,0.807384,79.72634,0.436448,-13.6461,22.86855,-30.30093,-8.47426,1.16323,3.57716,-125.44542,0.62136,-2.69873,50.0,4.60491
7.964068,LineDrive,Sinker,NEB,4865,2,,,,"Overbeek, Josh",802336,Left,NEB,40.898337,,,,"Worthley, Jeter",10081852,NEB,,,,Right,2.27496,2.05786,-0.05803,2025-09-04,35.63917,152.65028,88.75049,,103.78092,6.4502,,20250904-UNebraska-Private-3,64a9a57b-5622-4e38-8489-f1580babfa19,1.182821,Medium,High,270.455855,3306.786489,2.27497,122.50761,-29.21748,6.77726,-1.0515,-0.16164,0.1073,0.02059,-0.01603,2.05785,21.09005,-21.29509,2.13447,-0.61951,0.3403,-0.15376,0.03304,-0.00101,-0.05805,87.83728,-1.7333,-1.15433,-0.04072,0.4732,-0.27037,0.04651,0.0037,NEB,4865,-1.53264,8.80095,-3.126687,8.69107,1,Undefined,114.48593,Team,TeamExclusive,2025-09-04T16:51:46.0371456-05:00,7.5339,,,2,1,4,InPlay,,,,High,High,21,High,54.05376,-129.02682,12.01996,5.11253,-2.56614,-11.77368,-2.14753,6.96847,-4.56731,5a7b8b80-89d9-11f0-81c6-51351d1fede5,"Bender, Pryce",830146,Undefined,NEB,Right,4,1.90034,0.00809,8b45d72b-ad33-4d6d-b346-5129a8ac7971,Out,,85.3853,6.12824,69.34883,5.11162,2.15029,88.239,0,6.62249,228.800003,2075.275978,UNebraska,1,v3,LineDrive,Fastball,,,,,,,,,,,,,,1:45,16:51:46.03,,Top,2025-09-04,2025-09-04T21:51:46.0371456Z,21:51:46.03,-6.01007,-26.12856,-1.12348,81.61651,0.424701,-9.13461,24.03992,-23.54737,-5.42839,5.12654,6.68064,-128.26932,-3.30813,-1.93249,50.0,5.01997
12.711901,,Four-Seam,NEB,4865,0,,,,"Worthley, Jeter",10081852,Right,NEB,,,,,"Miller, Miken",1000072776,NEB,,,,Right,4.54163,2.42168,0.54968,2025-09-04,176.15987,,92.22763,,75.24203,6.43642,,20250904-UNebraska-Private-3,64a9a57b-5622-4e38-8489-f1580babfa19,,Undefined,Low,74.888399,2617.518715,4.55102,-107.68992,5.02097,,,,,,,2.42302,24.24378,-21.83631,,,,,,,0.54176,7.44557,17.75799,,,,,,,NEB,4865,-1.501524,9.82571,-3.278853,19.59186,1,Undefined,42.73461,Team,TeamExclusive,2025-09-04T16:54:33.9290112-05:00,8.87638,,,0,0,1,FoulBallNotFieldable,,,,High,High,22,High,54.06117,-134.69288,14.36963,5.9833,-3.94602,-6.16417,-2.23292,7.56673,-5.38328,be7bac50-89d9-11f0-81c6-51351d1fede5,"Blachowicz, Gavin",830159,Undefined,NEB,Right,1,3.34215,0.04108,e37a416a-bc17-4fb9-84d1-8b02a9d20793,Undefined,,,,,5.98808,2.23891,92.25239,0,8.09033,207.904118,2516.335012,UNebraska,0,v3,Undefined,Fastball,,,,,,,,,,,,,,1:00,16:54:33.92,,Bottom,2025-09-04,2025-09-04T21:54:33.9290112Z,21:54:33.92,-4.19573,-12.65174,-1.728495,84.16206,0.408689,-10.76656,28.73926,-12.32834,-5.93402,10.938,7.24106,-133.82354,-4.31894,-2.00896,50.0,5.85829
,,Sinker,NEB,4865,0,,,,"Worthley, Jeter",10081852,Right,NEB,,,,,"Miller, Miken",1000072776,NEB,,,,Right,,,,2025-09-04,,,88.05996,,,6.37891,,20250904-UNebraska-Private-3,64a9a57b-5622-4e38-8489-f1580babfa19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,-1.795106,15.90863,-4.661192,5.30142,1,Undefined,,Team,TeamExclusive,2025-09-04T16:54:52.4000768-05:00,,,,0,0,1,BallCalled,,,,High,High,23,High,54.12352,-128.44688,12.41359,4.34806,5.33437,-14.03326,-2.70968,10.28115,-7.84601,c999e520-89d9-11f0-81c6-51351d1fede5,"Blachowicz, Gavin",830159,Undefined,NEB,Right,2,4.0611,-0.2554,66a46869-36d2-4ace-9909-c8fae1730b16,Undefined,,,,,4.34505,2.71679,88.08292,0,7.4967,255.061585,2104.501991,UNebraska,1,v3,Undefined,Fastball,,,,,,,,,,,,,,2:30,16:54:52.40,,Bottom,2025-09-04,2025-09-04T21:54:52.4000768Z,21:54:52.40,-3.21159,-30.06643,2.4053,80.58622,0.428032,-15.69201,24.82719,-28.06653,-9.45512,2.47496,9.77582,-127.64737,4.43054,-2.38673,50.0,4.50529
,,Four-Seam,NEB,4865,1,,,,"Worthley, Jeter",10081852,Right,NEB,,,,,"Miller, Miken",1000072776,NEB,,,,Right,,,,2025-09-04,,,93.00708,,,6.46226,,20250904-UNebraska-Private-3,64a9a57b-5622-4e38-8489-f1580babfa19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,-0.809294,13.72536,-3.295514,13.87792,1,Undefined,,Team,TeamExclusive,2025-09-04T16:55:04.9382912-05:00,,,,0,0,1,FoulBallNotFieldable,,,,High,High,24,High,54.04048,-135.78824,14.69683,5.88133,-6.88179,-8.35751,-2.24303,7.66773,-7.49596,d1059d40-89d9-11f0-81c6-51351d1fede5,"Blachowicz, Gavin",830159,Undefined,NEB,Right,3,1.71849,0.36119,5ae4ae29-12ab-48cb-b59e-ca3d04ce085d,Undefined,,,,,5.8825,2.24792,93.00576,0,7.8731,226.858267,2419.713222,UNebraska,1,v3,Undefined,Fastball,,,,,,,,,,,,,,1:30,16:55:04.93,,Bottom,2025-09-04,2025-09-04T21:55:04.9382912Z,21:55:04.93,-6.295803,-17.82749,-2.908494,85.13266,0.405264,-14.99192,29.39366,-16.71502,-8.13567,8.38918,7.22019,-134.91078,-7.38077,-2.02081,50.0,5.66845
22.739009,,Four-Seam,NEB,4865,1,,,,"Worthley, Jeter",10081852,Right,NEB,,,,,"Miller, Miken",1000072776,NEB,,,,Right,0.88925,3.88388,0.29321,2025-09-04,167.264423,,92.51557,,77.431,6.17333,,20250904-UNebraska-Private-3,64a9a57b-5622-4e38-8489-f1580babfa19,,Undefined,High,292.185093,2505.592081,0.88925,-102.16165,7.71759,-0.00805,0.01947,0.01534,-0.01084,0.00684,-0.00288,3.88388,43.89685,-22.30289,2.40817,-0.39706,0.09428,-0.01339,-0.00019,0.00078,0.29321,23.08979,-8.85059,0.76301,-0.15344,0.02166,-0.00153,0.00065,-0.00022,NEB,4865,-1.862379,8.65528,-3.419735,17.15556,1,Undefined,53.28396,Team,TeamExclusive,2025-09-04T16:55:28.2716160-05:00,21.49115,,,0,0,1,FoulBallNotFieldable,,,,High,High,25,High,54.32371,-135.72997,14.3863,6.04241,-1.97908,-7.46773,-2.16199,7.97608,-4.89488,dedefe70-89d9-11f0-81c6-51351d1fede5,"Blachowicz, Gavin",830159,Undefined,NEB,Right,4,3.99754,-0.27344,1753d347-3c9f-47a8-ba8f-928ae2b05e82,Undefined,,,,,6.04589,2.16757,92.95081,0,8.10302,208.198965,2333.48661,UNebraska,2,v3,Undefined,Fastball,,,,,,,,,,,,,,1:00,16:55:28.27,,Bottom,2025-09-04,2025-09-04T21:55:28.2716160Z,21:55:28.27,-3.729106,-14.88769,-0.872888,84.84779,0.407417,-9.78976,28.7726,-14.93546,-5.30937,9.34914,7.66316,-134.8103,-2.45647,-1.91205,50.0,5.97152
,,Sinker,NEB,4865,1,,,,"Worthley, Jeter",10081852,Right,NEB,,,,,"Miller, Miken",1000072776,NEB,,,,Right,,,,2025-09-04,,,88.31099,,,6.29612,,20250904-UNebraska-Private-3,64a9a57b-5622-4e38-8489-f1580babfa19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,-2.358455,17.07517,-5.425383,11.76717,1,Undefined,,Team,TeamExclusive,2025-09-04T16:55:47.5539968-05:00,,,,0,0,1,BallCalled,,,,High,High,26,High,54.20615,-129.02423,12.53074,4.7977,2.38481,-10.93099,-2.69702,12.05362,-8.58287,ea777050-89d9-11f0-81c6-51351d1fede5,"Blachowicz, Gavin",830159,Undefined,NEB,Right,5,3.82437,-0.88698,675d74fd-d899-41b3-a10d-856841e89a7e,Undefined,,,,,4.79746,2.70443,88.52485,0,7.53968,237.927962,2392.213075,UNebraska,2,v3,Undefined,Fastball,,,,,,,,,,,,,,2:00,16:55:47.55,,Bottom,2025-09-04,2025-09-04T21:55:47.5539968Z,21:55:47.55,-3.349518,-23.39989,1.055282,80.98517,0.426815,-17.16574,25.06148,-21.86198,-10.25406,6.16,11.49223,-128.20464,1.66985,-2.312,50.0,4.864
,,Four-Seam,NEB,4865,2,,,,"Worthley, Jeter",10081852,Right,NEB,,,,,"Miller, Miken",1000072776,NEB,,,,Right,,,,2025-09-04,,,92.70609,,,6.49966,,20250904-UNebraska-Private-3,64a9a57b-5622-4e38-8489-f1580babfa19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,-2.94566,11.44343,-5.010777,17.4958,1,Undefined,,Team,TeamExclusive,2025-09-04T16:56:03.2559104-05:00,,,,0,0,1,BallCalled,,,,High,High,27,High,54.00146,-135.01892,13.9952,5.88866,-4.79998,-6.93433,-2.22445,11.69455,-6.67864,f3cef2e0-89d9-11f0-81c6-51351d1fede5,"Blachowicz, Gavin",830159,Undefined,NEB,Right,6,2.79,-1.42781,7d0bcc48-98da-4ed3-9dfb-57d104ab6a9a,Undefined,,,,,5.89147,2.22983,92.64348,0,7.81802,214.747245,2534.242247,UNebraska,2,v3,Undefined,Fastball,,,,,,,,,,,,,,1:15,16:56:03.25,,Bottom,2025-09-04,2025-09-04T21:56:03.2559104Z,21:56:03.25,-4.83829,-14.41583,-2.061256,84.82546,0.40658,-13.35727,27.99041,-13.86866,-7.2978,10.00119,11.29747,-134.18683,-5.21226,-1.88269,50.0,5.73983
