Angle,AutoHitType,AutoPitchType,AwayTeam,AwayTeamForeignID,Balls,BasePositionX,BasePositionY,BasePositionZ,Batter,BatterId,BatterSide,BatterTeam,Bearing,CatchPositionX,CatchPositionY,CatchPositionZ,Catcher,CatcherId,CatcherTeam,CatcherThrowCatchConfidence,CatcherThrowLocationConfidence,CatcherThrowReleaseConfidence,CatcherThrows,ContactPositionX,ContactPositionY,ContactPositionZ,Date,Direction,Distance,EffectiveVelo,ExchangeTime,ExitSpeed,Extension,GameForeignID,GameID,GameUID,HangTime,HitLandingConfidence,HitLaunchConfidence,HitSpinAxis,HitSpinRate,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,HomeTeam,HomeTeamForeignID,HorzApprAngle,HorzBreak,HorzRelAngle,InducedVertBreak,Inning,KorBB,LastTrackedDistance,League,Level,LocalDateTime,MaxHeight,MeasuredDuration,Notes,Outs,OutsOnPlay,PAofInning,PitchCall,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchLocationConfidence,PitchMovementConfidence,PitchNo,PitchReleaseConfidence,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,PitchUID,Pitcher,PitcherId,PitcherSet,PitcherTeam,PitcherThrows,PitchofPA,PlateLocHeight,PlateLocSide,PlayID,PlayResult,PopTime,PositionAt110X,PositionAt110Y,PositionAt110Z,RelHeight,RelSide,RelSpeed,RunsScored,SpeedDrop,SpinAxis,SpinRate,Stadium,Strikes,System,TaggedHitType,TaggedPitchType,ThrowPositionX,ThrowPositionY,ThrowPositionZ,ThrowSpeed,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,Tilt,Time,TimeToBase,Top/Bottom,UTCDate,UTCDateTime,UTCTime,VertApprAngle,VertBreak,VertRelAngle,ZoneSpeed,ZoneTime,ax0,ay0,az0,pfxx,pfxz,vx0,vy0,vz0,x0,y0,z0
,,Four-Seam,NEB,4865,0,,,,"Nunez, Devin",830147,Left,NEB,,,,,"Miller, Miken",1000072776,NEB,,,,Right,,,,2025-09-08,,,89.47062,,,6.15695,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,1.940229,-4.68382,2.783608,13.75406,5,Undefined,,Team,TeamExclusive,2025-09-08T17:06:57.5609344-05:00,,,,1,0,3,StrikeCalled,,,,High,High,158,High,54.34377,-131.03245,12.82781,5.85037,-1.93224,-9.48185,1.27221,-6.31623,2.70589,24059f30-8d00-11f0-a6e0-75560cc6e930,"Bruegman, Lynden",10291003,Undefined,NEB,Left,1,3.35333,0.90901,93443b7a-d815-4f07-b68d-ba7935c86162,Undefined,,,,,5.85117,-1.27448,89.62878,0,7.22275,159.808402,1950.271368,UNebraska,0,v3,Undefined,Fastball,,,,,,,,,,,,,,11:15,17:06:57.56,,Bottom,2025-09-08,2025-09-08T22:06:57.5609344Z,22:06:57.56,-4.714956,-20.50733,-0.852797,82.40604,0.421283,5.41177,25.65562,-18.96369,3.13319,7.64827,-6.13624,-130.17918,-2.56295,1.06514,50.0,5.77562
,,Four-Seam,NEB,4865,0,,,,"Nunez, Devin",830147,Left,NEB,,,,,"Miller, Miken",1000072776,NEB,,,,Right,,,,2025-09-08,,,90.54611,,,6.06009,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,0.466389,-5.33481,1.426552,14.63178,5,Undefined,,Team,TeamExclusive,2025-09-08T17:07:12.1434112-05:00,,,,1,0,3,StrikeSwinging,,,,High,High,159,High,54.43947,-133.22043,14.0579,5.90938,-0.848,-9.04034,1.34225,-3.2496,2.76804,2cb3e970-8d00-11f0-a6e0-75560cc6e930,"Bruegman, Lynden",10291003,Undefined,NEB,Left,2,3.98952,-0.46866,6d6d3d2d-8634-4c73-b1bb-552b42ee5e8a,Undefined,,,,,5.91071,-1.34477,91.06021,0,7.8865,158.554749,2059.181385,UNebraska,1,v3,Undefined,Fastball,,,,,,,,,,,,,,11:15,17:07:12.14,,Bottom,2025-09-08,2025-09-08T22:07:12.1434112Z,22:07:12.14,-3.947149,-18.82052,-0.381044,83.17371,0.416279,5.53609,28.11581,-18.08068,3.12327,7.95099,-3.06446,-132.28017,-1.45266,1.23667,50.0,5.87092
46.060317,Popup,Changeup,NEB,4865,0,,,,"Nunez, Devin",830147,Left,NEB,-68.282806,,,,"Miller, Miken",1000072776,NEB,,,,Right,2.15103,3.0226,0.72467,2025-09-08,-60.304918,207.04373,85.01685,,64.99981,6.01447,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,4.069436,Low,Medium,139.5832,3657.630369,2.1505,32.78882,-7.43747,2.11551,-0.84987,0.42791,-0.15536,0.02949,-0.00216,3.02435,68.59893,-20.97991,1.30712,0.21521,-0.27828,0.09772,-0.01518,0.00087,0.72203,-57.39571,3.81373,-0.00377,-0.5621,0.32616,-0.08828,0.01133,-0.00054,NEB,4865,0.190504,-9.47615,1.894883,11.16713,5,Undefined,118.0066,Team,TeamExclusive,2025-09-08T17:07:26.8493824-05:00,65.90561,,,1,0,3,FoulBallNotFieldable,,,,High,High,160,High,54.48788,-125.07896,12.16181,5.60487,-1.10339,-11.20894,1.27697,-4.04481,4.24194,357cc090-8d00-11f0-a6e0-75560cc6e930,"Bruegman, Lynden",10291003,Undefined,NEB,Left,3,2.91319,-0.31389,9fd09918-9bbb-42e7-8c02-c65c92302157,Undefined,,47.38867,65.90145,-99.26856,5.60423,-1.28025,85.47559,0,7.04385,136.551077,1770.554608,UNebraska,2,v3,Undefined,Fastball,,,,,,,,,,,,,,10:30,17:07:26.84,,Bottom,2025-09-08,2025-09-08T22:07:26.8493824Z,22:07:26.84,-5.497886,-26.77797,-0.495778,78.43175,0.443353,8.48387,24.32362,-22.41788,5.41827,6.23083,-3.73933,-124.20315,-1.91057,1.13682,50.0,5.55061
,,Four-Seam,NEB,4865,0,,,,"Nunez, Devin",830147,Left,NEB,,,,,"Miller, Miken",1000072776,NEB,,,,Right,,,,2025-09-08,,,91.24198,,,6.21012,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,1.558749,-3.85154,2.253383,15.48643,5,Strikeout,,Team,TeamExclusive,2025-09-08T17:07:45.4688768-05:00,,,,1,0,3,StrikeSwinging,,,,High,High,161,High,54.28866,-134.15541,14.94638,5.91402,-2.39161,-8.36779,1.42585,-5.22744,2.35666,40988860-8d00-11f0-a6e0-75560cc6e930,"Bruegman, Lynden",10291003,Undefined,NEB,Left,4,3.49758,0.33196,907b18c1-fb4d-40cd-8a7e-f1bf7fc3205e,Undefined,,,,,5.91594,-1.42797,91.77189,0,8.31195,165.023099,2177.072832,UNebraska,2,v3,Undefined,Fastball,,,,,,,,,,,,,,11:30,17:07:45.46,,Bottom,2025-09-08,2025-09-08T22:07:45.4688768Z,22:07:45.46,-4.375846,-17.45757,-1.04305,83.45994,0.413104,4.71332,29.89275,-16.73558,2.6363,8.63516,-5.07623,-133.19638,-2.92853,1.26056,50.0,5.82868
73.778176,,Four-Seam,NEB,4865,0,,,,"Overbeek, Josh",802336,Right,NEB,,,,,"Miller, Miken",1000072776,NEB,,,,Right,,,,2025-09-08,4.912286,,88.66645,,78.86874,5.95074,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,,Undefined,Medium,,,10.14233,32.19049,-13.81298,3.55651,1.50014,-3.75647,3.43832,-1.57108,0.28815,28.7878,111.06989,-27.31565,3.39163,-1.21594,1.11683,-0.91273,0.41039,-0.07546,-0.85677,2.76736,0.17317,-0.07637,-0.09573,0.19991,-0.18092,0.08262,-0.01517,NEB,4865,1.26011,-1.59299,1.546238,17.23843,6,Undefined,35.65723,Team,TeamExclusive,2025-09-08T17:19:14.4724480-05:00,131.20612,,,0,1,1,InPlay,,,,High,High,178,High,54.5512,-130.52688,13.0615,5.82249,-4.96096,-7.7361,1.40365,-3.50708,1.05454,db3c4810-8d01-11f0-a6e0-75560cc6e930,"Bruegman, Lynden",10291003,Undefined,NEB,Left,1,2.31377,-0.10262,55e4f764-bb9e-4d1c-b309-0b6951075fb6,Out,,,,,5.82432,-1.40436,89.25202,0,7.27549,174.372642,2397.07137,UNebraska,0,v3,Popup,Fastball,,,,,,,,,,,,,,11:45,17:19:14.47,,Bottom,2025-09-08,2025-09-08T22:19:14.4724480Z,22:19:14.47,-5.53197,-17.64725,-2.197529,81.97653,0.425104,2.10907,26.123,-15.4722,1.23512,9.78083,-3.43328,-129.61282,-5.50234,1.28222,50.0,5.63944
,,Changeup,NEB,4865,0,,,,"Carey, Dylan",822406,Right,NEB,,,,,"Miller, Miken",1000072776,NEB,,,,Right,,,,2025-09-08,,,81.38332,,,5.84632,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,-0.739264,-12.39347,1.484788,11.14008,6,Undefined,,Team,TeamExclusive,2025-09-08T17:19:52.7491584-05:00,,,,1,0,2,BallCalled,,,,High,High,179,High,54.65467,-120.14713,11.24,5.57372,-2.53692,-11.45292,1.4914,-2.9827,4.85315,f21ac610-8d01-11f0-a6e0-75560cc6e930,"Bruegman, Lynden",10291003,Undefined,NEB,Left,1,1.94255,-1.14904,2c245ade-0a97-489a-8ef9-2fdb427f165a,Undefined,,,,,5.57248,-1.49641,82.11902,0,6.65253,128.48746,1811.67659,UNebraska,0,v3,Undefined,Fastball,,,,,,,,,,,,,,10:15,17:19:52.74,,Bottom,2025-09-08,2025-09-08T22:19:52.7491584Z,22:19:52.74,-6.807679,-30.26895,-1.191175,75.46649,0.463147,9.7063,22.48,-22.90583,6.72355,6.42012,-2.60529,-119.27304,-3.42757,1.38276,50.0,5.45777
,,Four-Seam,NEB,4865,1,,,,"Carey, Dylan",822406,Right,NEB,,,,,"Miller, Miken",1000072776,NEB,,,,Right,,,,2025-09-08,,,89.60724,,,6.12636,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,1.594437,-6.14677,2.700514,18.20111,6,Undefined,,Team,TeamExclusive,2025-09-08T17:20:09.5989760-05:00,,,,1,0,2,StrikeSwinging,,,,High,High,180,High,54.37313,-131.65294,13.69964,5.78693,-1.58354,-7.51337,1.41187,-6.13175,3.37347,fc1abda0-8d01-11f0-a6e0-75560cc6e930,"Bruegman, Lynden",10291003,Undefined,NEB,Left,2,3.79088,0.57109,c8ccc718-9d8e-4516-a0d7-588bed6ad23b,Undefined,,,,,5.78973,-1.41498,90.06726,0,7.83141,160.25213,2203.164929,UNebraska,0,v3,Undefined,Fastball,,,,,,,,,,,,,,11:15,17:20:09.59,,Bottom,2025-09-08,2025-09-08T22:20:09.5989760Z,22:20:09.59,-3.780582,-15.95587,-0.723056,82.23584,0.420641,6.74694,27.39928,-15.02674,3.89563,9.90071,-5.90685,-130.73965,-2.08443,1.21123,50.0,5.72579
,,Sinker,NEB,4865,1,,,,"Carey, Dylan",822406,Right,NEB,,,,,"Miller, Miken",1000072776,NEB,,,,Right,,,,2025-09-08,,,84.71238,,,5.97992,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,-1.267348,-14.48249,1.338394,13.26139,6,Undefined,,Team,TeamExclusive,2025-09-08T17:20:27.6936192-05:00,,,,1,0,2,BallCalled,,,,High,High,181,High,54.52148,-124.98011,12.67959,5.56657,-5.18669,-9.97088,1.41685,-2.76364,6.08671,06e3f8a0-8d02-11f0-a6e0-75560cc6e930,"Bruegman, Lynden",10291003,Undefined,NEB,Left,3,1.28471,-1.3883,48f2def9-0ac9-4188-ac6f-3ce91c2fb4b0,Undefined,,,,,5.56672,-1.42234,85.46869,0,7.207,129.69301,1925.688663,UNebraska,1,v3,Undefined,Fastball,,,,,,,,,,,,,,10:15,17:20:27.69,,Bottom,2025-09-08,2025-09-08T22:20:27.6936192Z,22:20:27.69,-7.036477,-24.95694,-2.373709,78.26169,0.444946,12.17342,25.35917,-19.94175,7.82941,7.86729,-2.3216,-124.05929,-5.91081,1.32452,50.0,5.3651
44.626977,FlyBall,Changeup,NEB,4865,2,,,,"Carey, Dylan",822406,Right,NEB,17.540537,,,,"Miller, Miken",1000072776,NEB,,,,Right,1.1949,2.30203,0.59955,2025-09-08,5.307196,271.70065,83.63044,,94.30009,6.12355,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,5.888116,Low,High,199.175773,4369.541691,1.20084,97.8851,-28.10166,7.56152,-1.34591,0.11473,0.00551,-0.00187,0.0001,2.29524,97.27178,-21.91925,1.30269,-0.0064,-0.05473,0.01882,-0.0028,0.00015,0.59761,9.14782,5.12343,-2.146,0.50146,-0.05969,0.00027,0.00066,-5e-05,NEB,4865,-0.021865,-9.72819,1.731797,15.80485,6,Undefined,125.18665,Team,TeamExclusive,2025-09-08T17:20:43.4868736-05:00,127.46328,,,1,1,2,InPlay,,,,High,High,182,High,54.37884,-122.6469,11.43359,5.65379,-3.66539,-9.2935,1.24698,-3.61644,4.16418,104a6f50-8d02-11f0-a6e0-75560cc6e930,"Bruegman, Lynden",10291003,Undefined,NEB,Left,4,2.11322,-0.45943,d9a3393a-6528-489d-9ce5-4719b0e875c0,Out,,107.82323,105.67055,21.77413,5.65456,-1.25026,83.83975,0,6.66669,146.350224,1807.692802,UNebraska,1,v3,FlyBall,Fastball,,,,,,,,,,,,,,11:00,17:20:43.48,,Bottom,2025-09-08,2025-09-08T22:20:43.4868736Z,22:20:43.48,-6.117628,-23.40879,-1.719236,77.17306,0.450702,8.32836,22.86717,-18.58699,5.51524,8.99768,-3.3181,-121.82774,-4.33123,1.12278,50.0,5.51056
,,Four-Seam,NEB,4865,0,,,,"Grace, Cooper",10118659,Right,NEB,,,,,"Miller, Miken",1000072776,NEB,,,,Right,,,,2025-09-08,,,90.86957,,,6.28849,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,1.878539,-2.08248,2.254525,15.86749,6,Undefined,,Team,TeamExclusive,2025-09-08T17:21:13.4599680-05:00,,,,2,0,3,BallCalled,,,,High,High,183,High,54.21149,-132.86195,13.46885,5.89773,0.53552,-8.5704,1.31773,-5.20481,1.48239,222d23c0-8d02-11f0-a6e0-75560cc6e930,"Bruegman, Lynden",10291003,Undefined,NEB,Left,1,4.64498,0.58635,ff6e1902-6645-445b-ba14-66add2a0ff77,Undefined,,,,,5.89952,-1.31897,90.84709,0,7.59964,172.029197,2388.482101,UNebraska,0,v3,Undefined,Fastball,,,,,,,,,,,,,,11:45,17:21:13.45,,Bottom,2025-09-08,2025-09-08T22:21:13.4599680Z,22:21:13.45,-3.100681,-17.3471,0.207146,83.24745,0.414797,2.96477,26.9377,-17.14079,1.67284,8.48237,-5.11053,-132.00531,-0.00957,1.15371,50.0,5.90609
,,Four-Seam,NEB,4865,1,,,,"Grace, Cooper",10118659,Right,NEB,,,,,"Miller, Miken",1000072776,NEB,,,,Right,,,,2025-09-08,,,89.60384,,,6.0179,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,0.169621,-5.86496,1.224729,17.99627,6,Undefined,,Team,TeamExclusive,2025-09-08T17:21:26.9318656-05:00,,,,2,0,3,StrikeCalled,,,,High,High,184,High,54.48203,-131.786,13.41064,5.83993,-5.5668,-7.1917,1.29858,-2.74544,2.89404,2a30d620-8d02-11f0-a6e0-75560cc6e930,"Bruegman, Lynden",10291003,Undefined,NEB,Left,2,2.22511,-0.6553,96abc0e4-247c-4236-85af-283bd959f2f9,Undefined,,,,,5.84273,-1.30123,90.14454,0,7.48511,160.8912,2211.276132,UNebraska,0,v3,Undefined,Fastball,,,,,,,,,,,,,,11:15,17:21:26.93,,Bottom,2025-09-08,2025-09-08T22:21:26.9318656Z,22:21:26.93,-5.521655,-16.16332,-2.449218,82.65942,0.420656,5.78807,26.82128,-14.3834,3.32717,10.22658,-2.5479,-130.87063,-6.05769,1.20825,50.0,5.64157
,,Changeup,NEB,4865,1,,,,"Grace, Cooper",10118659,Right,NEB,,,,,"Miller, Miken",1000072776,NEB,,,,Right,,,,2025-09-08,,,84.32532,,,5.96776,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,0.017493,-12.99028,2.35255,14.5358,6,Undefined,,Team,TeamExclusive,2025-09-08T17:21:43.6064768-05:00,,,,2,0,3,BallCalled,,,,High,High,185,High,54.53353,-124.54375,12.81399,5.59147,-6.48359,-9.36994,1.42224,-4.97834,5.67958,341f8fa0-8d02-11f0-a6e0-75560cc6e930,"Bruegman, Lynden",10291003,Undefined,NEB,Left,3,0.82077,-0.32719,17071a78-a782-4ff0-a125-25c0733a2646,Undefined,,,,,5.59208,-1.42719,85.26632,0,7.348,135.555958,1961.694506,UNebraska,1,v3,Undefined,Fastball,,,,,,,,,,,,,,10:30,17:21:43.60,,Bottom,2025-09-08,2025-09-08T22:21:43.6064768Z,22:21:43.60,-7.4786,-24.03419,-2.980607,77.91832,0.446988,11.35916,25.62798,-18.73989,7.37378,8.72075,-4.5633,-123.60735,-7.16831,1.24792,50.0,5.34206
,,Changeup,NEB,4865,2,,,,"Grace, Cooper",10118659,Right,NEB,,,,,"Miller, Miken",1000072776,NEB,,,,Right,,,,2025-09-08,,,83.68722,,,5.80094,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,-0.344012,-10.85871,1.602299,13.22961,6,Undefined,,Team,TeamExclusive,2025-09-08T17:22:03.2718336-05:00,,,,2,0,3,FoulBallNotFieldable,,,,High,High,186,High,54.70124,-123.75009,12.13035,5.71086,-3.50087,-10.29855,1.40244,-3.35628,4.60393,3fe15b70-8d02-11f0-a6e0-75560cc6e930,"Bruegman, Lynden",10291003,Undefined,NEB,Left,4,2.04507,-0.8203,855c0258-7856-4f00-a0ab-b569d1642ea4,Undefined,,,,,5.71083,-1.40612,84.58885,0,7.02158,137.837423,1753.695346,UNebraska,1,v3,Undefined,Fastball,,,,,,,,,,,,,,10:30,17:22:03.27,,Bottom,2025-09-08,2025-09-08T22:22:03.2718336Z,22:22:03.27,-6.446996,-25.9308,-1.616868,77.56727,0.450397,9.20786,24.2607,-20.5971,6.02587,7.57626,-3.00516,-122.82498,-4.28629,1.28115,50.0,5.56239
,,Four-Seam,NEB,4865,2,,,,"Grace, Cooper",10118659,Right,NEB,,,,,"Miller, Miken",1000072776,NEB,,,,Right,,,,2025-09-08,,,93.81138,,,6.08513,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,2.387828,2.96343,1.854756,17.12399,6,Undefined,,Team,TeamExclusive,2025-09-08T17:22:28.4108288-05:00,,,,2,0,3,BallCalled,,,,High,High,187,High,54.41498,-137.60678,14.19457,5.92184,1.41671,-7.57242,1.31571,-4.49404,-0.98411,4ebf0d40-8d02-11f0-a6e0-75560cc6e930,"Bruegman, Lynden",10291003,Undefined,NEB,Left,5,5.26836,0.64874,ccce0a00-185e-4952-b002-fff8384adca2,Undefined,,,,,5.92445,-1.31475,94.06656,0,7.77981,190.357919,2010.474892,UNebraska,2,v3,Undefined,Fastball,,,,,,,,,,,,,,12:15,17:22:28.41,,Bottom,2025-09-08,2025-09-08T22:22:28.4108288Z,22:22:28.41,-2.133376,-14.04013,0.555191,86.28676,0.40179,-1.96823,28.38914,-15.14484,-1.0339,8.9452,-4.5574,-136.69291,0.92919,1.17002,50.0,5.9596
,,Changeup,NEB,4865,3,,,,"Grace, Cooper",10118659,Right,NEB,,,,,"Miller, Miken",1000072776,NEB,,,,Right,,,,2025-09-08,,,83.38816,,,5.99279,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,0.872923,-10.91831,2.835268,15.39792,6,Walk,,Team,TeamExclusive,2025-09-08T17:22:50.3071232-05:00,,,,2,0,3,BallCalled,,,,High,High,188,High,54.50862,-123.02259,12.35269,5.63154,-7.33447,-9.0902,1.43601,-5.98117,4.85518,5be2da10-8d02-11f0-a6e0-75560cc6e930,"Bruegman, Lynden",10291003,Undefined,NEB,Left,6,0.45826,0.27978,43c4c2fa-d295-48e8-8029-54d6a52674be,Undefined,,,,,5.63235,-1.44014,84.29138,0,7.13063,142.218768,1858.101128,UNebraska,2,v3,Undefined,Fastball,,,,,,,,,,,,,,10:45,17:22:50.30,,Bottom,2025-09-08,2025-09-08T22:22:50.3071232Z,22:22:50.30,-7.909063,-24.04391,-3.41273,77.16075,0.452012,9.71036,24.70539,-18.1804,6.44973,9.29477,-5.62398,-122.11381,-8.00323,1.22256,50.0,5.34944
,,Four-Seam,NEB,4865,0,,,,"Senstock, Joey",10102569,Right,NEB,,,,,"Miller, Miken",1000072776,NEB,,,,Right,,,,2025-09-08,,,87.12071,,,5.87494,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,0.760939,-1.02008,0.943938,19.62607,6,Undefined,,Team,TeamExclusive,2025-09-08T17:23:15.7382656-05:00,,,,2,0,4,StrikeCalled,,,,High,High,189,High,54.6239,-128.97648,13.88045,5.77884,-4.24267,-7.05788,1.43031,-2.11242,0.65684,6b0eabe0-8d02-11f0-a6e0-75560cc6e930,"Bruegman, Lynden",10291003,Undefined,NEB,Left,1,2.62088,-0.63908,4d565bf7-6b82-4b9e-92ae-eb6612642368,Undefined,,,,,5.78203,-1.43091,88.20923,0,7.9903,176.828357,2213.505755,UNebraska,0,v3,Undefined,Fastball,,,,,,,,,,,,,,12:00,17:23:15.73,,Bottom,2025-09-08,2025-09-08T22:23:15.7382656Z,22:23:15.73,-5.077695,-16.50851,-1.921275,80.21893,0.432646,1.31368,27.7609,-14.11576,0.79646,10.94847,-2.06514,-127.97736,-4.7507,1.35513,50.0,5.617
-17.252455,GroundBall,Four-Seam,NEB,4865,0,,,,"Senstock, Joey",10102569,Right,NEB,32.345408,,,,"Miller, Miken",1000072776,NEB,,,,Right,0.73706,1.48471,0.11439,2025-09-08,35.915463,5.45545,88.53049,,87.45182,6.00669,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,0.038979,Estimated,Estimated,,,0.73624,99.33379,,,,,,,,1.48502,-38.09021,,,,,,,,0.11381,71.94653,,,,,,,,NEB,4865,0.69355,-6.71209,1.900654,15.43343,6,Undefined,5.45545,Team,TeamExclusive,2025-09-08T17:23:33.9014144-05:00,1.48471,,,2,0,4,InPlay,,,,High,High,190,High,54.49511,-130.34875,13.38333,5.78331,-6.33524,-8.39982,1.32236,-4.25516,3.389,75e1d1f0-8d02-11f0-a6e0-75560cc6e930,"Bruegman, Lynden",10291003,Undefined,NEB,Left,2,1.56216,-0.12253,d09bcd81-88a7-4b7c-86b0-b00b5c72d2e3,Sacrifice,,,,,5.78463,-1.32484,89.19033,0,7.40549,154.892185,2227.828362,UNebraska,1,v3,GroundBall,Fastball,,,,,,,,,,,,,,11:15,17:23:33.90,,Bottom,2025-09-08,2025-09-08T22:23:33.9014144Z,22:23:33.90,-6.473846,-19.5595,-2.794345,81.78483,0.425757,6.778,26.76667,-16.79964,3.99232,9.05567,-4.02058,-129.42241,-6.91664,1.17915,50.0,5.554
,,Four-Seam,NEB,4865,0,,,,"Kelley, Carter",831357,Right,NEB,,,,,"Miller, Miken",1000072776,NEB,,,,Right,,,,2025-09-08,,,88.04225,,,5.93576,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,0.577359,-10.88631,2.531525,13.77745,6,Undefined,,Team,TeamExclusive,2025-09-08T17:24:15.2312320-05:00,,,,2,0,5,StrikeSwinging,,,,High,High,191,High,54.56357,-130.11537,13.9692,5.72127,-4.35802,-9.38643,1.4943,-5.61345,5.27464,8e88b3e0-8d02-11f0-a6e0-75560cc6e930,"Bruegman, Lynden",10291003,Undefined,NEB,Left,1,2.13493,-0.05651,cede1a82-f4eb-4e5e-aa68-c6762dda175f,Undefined,,,,,5.72211,-1.4995,89.05013,0,7.91758,139.166519,2235.634734,UNebraska,0,v3,Undefined,Fastball,,,,,,,,,,,,,,10:45,17:24:15.23,,Bottom,2025-09-08,2025-09-08T22:24:15.2312320Z,22:24:15.23,-5.985774,-21.60466,-1.923317,81.13255,0.428118,10.54927,27.9384,-18.77287,6.27386,7.96993,-5.24205,-129.13176,-5.01894,1.30321,50.0,5.5562
,,Changeup,NEB,4865,0,,,,"Kelley, Carter",831357,Right,NEB,,,,,"Miller, Miken",1000072776,NEB,,,,Right,,,,2025-09-08,,,81.9442,,,5.83138,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865,1.538756,-10.40453,3.401969,13.48513,6,Undefined,,Team,TeamExclusive,2025-09-08T17:24:53.6008704-05:00,,,,2,0,5,BallinDirt,,,,High,High,192,High,54.67118,-120.90524,11.18773,5.63254,-7.11198,-10.09544,1.47786,-7.09223,4.58936,a55e5840-8d02-11f0-a6e0-75560cc6e930,"Bruegman, Lynden",10291003,Undefined,NEB,Left,2,0.22538,0.81762,4a470bde-9b07-452a-9013-573f13852155,Undefined,,,,,5.63246,-1.48147,82.85907,1,6.45422,139.560129,1771.256257,UNebraska,1,v3,Undefined,Fastball,,,,,,,,,,,,,,10:45,17:24:53.60,,Bottom,2025-09-08,2025-09-08T22:24:53.6008704Z,22:24:53.60,-8.412481,-27.35895,-3.354282,76.40485,0.459977,9.17871,22.37545,-20.19088,6.26603,8.18056,-6.73633,-120.03765,-7.89486,1.20976,50.0,5.3416
