GameUID,PositionAt110X,HitTrajectoryXc8,ThrowPositionZ,PitcherTeam,CatcherThrowLocationConfidence,PAofInning,PitchTrajectoryXc1,MeasuredDuration,PitchTrajectoryYc0,HitTrajectoryZc0,HitTrajectoryXc5,RunsScored,PitchReleaseConfidence,ThrowTrajectoryYc2,TaggedPitchType,HitTrajectoryYc0,ExchangeTime,ThrowTrajectoryYc1,Stadium,PitchLocationConfidence,RelSide,Balls,Extension,ContactPositionZ,ThrowTrajectoryXc0,vy0,PitchTrajectoryZc0,ThrowTrajectoryXc2,HitTrajectoryZc6,ZoneSpeed,ThrowSpeed,Strikes,VertBreak,AutoHitType,HitTrajectoryZc3,HitTrajectoryYc6,SpinAxis,AutoPitchType,CatchPositionY,HitTrajectoryZc5,PitchUID,PitcherId,ThrowPositionX,HorzApprAngle,BatterSide,League,Inning,PitchMovementConfidence,PitcherThrows,Time,InducedVertBreak,ThrowTrajectoryXc1,ThrowTrajectoryYc0,ContactPositionY,CatcherTeam,PlateLocSide,HitTrajectoryZc8,HitTrajectoryZc4,PitchLastMeasuredX,Bearing,PitchCall,PitchNo,y0,BatterId,HomeTeam,CatcherThrows,ThrowTrajectoryZc0,PopTime,HitTrajectoryYc2,HitTrajectoryYc5,PlayID,PitcherSet,CatchPositionZ,PitchofPA,HitTrajectoryXc7,HitTrajectoryYc3,ZoneTime,LocalDateTime,HitLandingConfidence,HorzRelAngle,HitTrajectoryYc4,Level,AwayTeam,MaxHeight,HitSpinAxis,HitTrajectoryZc1,PitchTrajectoryXc0,Notes,HitLaunchConfidence,GameID,HitTrajectoryXc4,Pitcher,ThrowPositionY,HitTrajectoryXc6,KorBB,GameForeignID,ThrowTrajectoryZc1,PitchLastMeasuredY,TimeToBase,pfxx,z0,LastTrackedDistance,AwayTeamForeignID,CatcherId,CatcherThrowReleaseConfidence,PitchTrajectoryZc2,HitTrajectoryZc2,VertApprAngle,HitTrajectoryYc8,UTCTime,HitTrajectoryYc1,PlateLocHeight,OutsOnPlay,HomeTeamForeignID,ExitSpeed,ContactPositionX,HitTrajectoryXc3,Direction,CatchPositionX,CatcherThrowCatchConfidence,EffectiveVelo,SpeedDrop,Tilt,Date,PitchTrajectoryYc1,RelHeight,UTCDate,PitchTrajectoryXc2,RelSpeed,HitTrajectoryXc2,BasePositionY,TaggedHitType,Outs,ay0,vz0,BatterTeam,BasePositionX,HitTrajectoryXc1,pfxz,Distance,VertRelAngle,BasePositionZ,PositionAt110Z,PositionAt110Y,HitTrajectoryZc7,Batter,ax0,HorzBreak,PitchTrajectoryZc1,x0,Angle,PitchTrajectoryYc2,ThrowTrajectoryZc2,HitTrajectoryXc0,PitchLastMeasuredZ,az0,System,Catcher,Top/Bottom,PlayResult,SpinRate,HitSpinRate,vx0,UTCDateTime,HangTime,HitTrajectoryYc7
64a9a57b-5622-4e38-8489-f1580babfa19,,,,NEB,,3,-131.83154,,6.27611,,,0,High,,Fastball,,,,UNebraska,High,-2.61418,0,5.29004,,,-130.65821,2.60498,,,82.05627,,1,-23.57986,,,,119.043081,Sinker,,,b81c1790-89da-11f0-81c6-51351d1fede5,830158,,1.303514,Right,Team,2,High,Left,17:01:32.58,11.88406,,,,NEB,0.20311,,,,,BallCalled,35,50.0,822405,NEB,Right,,,,,a3f5d077-5179-44eb-b2c9-c5151e6d9839,Undefined,,2,,,0.428612,2025-09-04T17:01:32.5877760-05:00,,4.687784,,TeamExclusive,NEB,,,,55.21008,,,20250904-UNebraska-Private-3,,"Nowaczyk, Colin",,,Undefined,,,,,10.92717,5.99502,,4865,10081852,,9.37025,,-7.253891,,22:01:32.58,,1.58654,0,4865,,,,,,,87.94061,8.43141,10:00,2025-09-04,-6.68655,6.27619,2025-09-04,14.77847,90.48767,,,Undefined,1,29.55695,-7.47468,NEB,,,7.18398,,-2.889409,,,,,"Jesske, Will",18.7405,-19.13446,-10.55918,2.20057,,-9.92662,,,,-19.85324,v3,"Worthley, Jeter",Top,Undefined,2176.680098,,-9.81523,2025-09-04T22:01:32.5877760Z,,
64a9a57b-5622-4e38-8489-f1580babfa19,,,,NEB,,3,-128.58534,,5.11765,,,0,High,,Fastball,,,,UNebraska,High,2.04166,1,6.22858,,,-127.67127,-2.0356,,,80.16767,,1,-25.83549,,,,236.019619,Sinker,,,040d89b0-89d9-11f0-81c6-51351d1fede5,830146,,-1.389002,Right,Team,1,High,Right,16:49:21.04,9.9928,,,,NEB,-0.32779,,,,,FoulBallNotFieldable,14,50.0,1000352885,NEB,Right,,,,,06c357c4-e27f-41fa-9cfa-af7e7d28f9df,Undefined,,3,,,0.430809,2025-09-04T16:49:21.0460160-05:00,,-3.742374,,TeamExclusive,NEB,,,,54.27177,,,20250904-UNebraska-Private-3,,"Bender, Pryce",,,Undefined,,,,,-7.82371,5.03936,,4865,10081852,,-6.4269,,-5.715401,,21:49:21.04,,2.16669,0,4865,,,,,,,87.49231,7.88182,1:45,2025-09-04,-1.97049,5.11668,2025-09-04,13.7084,88.04949,,,Undefined,1,27.41679,-2.72585,NEB,,,5.79311,,-0.861945,,,,,"Buck, Jett",-12.85379,13.06056,8.24899,-1.76773,,-11.32819,,,,-22.65638,v3,"Worthley, Jeter",Top,Undefined,2022.028064,,7.82045,2025-09-04T21:49:21.0460160Z,,
64a9a57b-5622-4e38-8489-f1580babfa19,,,,NEB,,3,-128.76141,,5.00757,,,0,High,,Fastball,,,,UNebraska,High,2.06683,1,6.21324,,,-127.88998,-2.06159,,,80.7588,,0,-29.11868,,,,249.46428,Sinker,,,fdfd1bd0-89d8-11f0-81c6-51351d1fede5,830146,,-0.447129,Right,Team,1,High,Right,16:49:10.81,6.44803,,,,NEB,0.46473,,,,,StrikeSwinging,13,50.0,1000352885,NEB,Right,,,,,e4b28bee-a9ce-4874-a6c9-485bb023812c,Undefined,,2,,,0.429233,2025-09-04T16:49:10.8128768-05:00,,-3.021305,,TeamExclusive,NEB,,,,54.28959,,,20250904-UNebraska-Private-3,,"Bender, Pryce",,,Undefined,,,,,-8.24603,4.93353,,4865,10081852,,-6.83703,,-6.191926,,21:49:10.81,,1.8723,0,4865,,,,,,,87.81345,7.29975,2:15,2025-09-04,-1.78463,5.00557,2025-09-04,13.03467,88.05856,,,Undefined,1,26.06934,-2.645,NEB,,,3.88107,,-0.76463,,,,,"Buck, Jett",-13.67407,14.26694,6.64432,-1.84713,,-12.86913,,,,-25.73826,v3,"Worthley, Jeter",Top,Undefined,2131.501821,,6.18723,2025-09-04T21:49:10.8128768Z,,
64a9a57b-5622-4e38-8489-f1580babfa19,,,,NEB,,3,-128.82922,,5.13563,,,0,High,,Fastball,,,,UNebraska,High,2.04188,0,6.45577,,,-128.10711,-2.03963,,,81.63177,,0,-27.13557,,,,222.017383,Four-Seam,,,f8544960-89d8-11f0-81c6-51351d1fede5,830146,,-0.417399,Right,Team,1,High,Right,16:49:01.36,7.65851,,,,NEB,1.15337,,,,,BallCalled,12,50.0,1000352885,NEB,Right,,,,,eda51bb5-722c-4a1f-82cc-ee7e4f9cf77f,Undefined,,1,,,0.424545,2025-09-04T16:49:01.3614080-05:00,,-1.516299,,TeamExclusive,NEB,,,,54.04704,,,20250904-UNebraska-Private-3,,"Bender, Pryce",,,Undefined,,,,,-3.52874,5.11244,,4865,10081852,,-2.97397,,-5.205023,,21:49:01.36,,2.7506,0,4865,,,,,,,88.78308,6.36883,1:30,2025-09-04,-0.34442,5.13409,2025-09-04,11.46124,88.0006,,,Undefined,1,22.92248,-1.12721,NEB,,,4.34587,,-0.132969,,,,,"Buck, Jett",-5.94794,6.0578,3.34825,-1.9371,,-12.42441,,,,-24.84883,v3,"Worthley, Jeter",Top,Undefined,2046.446445,,3.16088,2025-09-04T21:49:01.3614080Z,,
64a9a57b-5622-4e38-8489-f1580babfa19,105.26689,-1E-05,,NEB,,2,-125.81054,,4.30403,-0.78408,0.12686,1,High,,Fastball,3.47623,,,UNebraska,High,2.65635,2,6.30482,-0.78532,,-124.91922,-2.65141,,0.00363,78.23942,,2,-31.73136,FlyBall,0.18457,0.01685,251.119932,Sinker,,-0.02351,e1be9430-89d8-11f0-81c6-51351d1fede5,830146,,-1.173221,Left,Team,1,High,Right,16:48:23.46,5.63083,,,3.48026,NEB,0.50546,1E-05,0.05628,,22.275608,InPlay,11,50.0,830147,NEB,Right,,,-19.60018,-0.05162,adf09286-8355-4a26-929a-6aa47b1449f3,Undefined,,6,0.00031,1.20268,0.439934,2025-09-04T16:48:23.4655232-05:00,Low,-3.493206,-0.037,TeamExclusive,NEB,129.30149,195.714019,32.61261,54.19733,,High,20250904-UNebraska-Private-3,-1.10461,"Bender, Pryce",,-0.00841,Undefined,,,,,-7.74634,4.36926,384.99441,4865,10081852,,-6.08222,-2.43588,-4.813313,0.0001,21:48:23.46,92.33408,2.70055,0,4865,104.16174,2.97761,6.36421,15.546808,,,85.67749,7.86824,2:15,2025-09-04,2.40937,4.30136,2025-09-04,13.31079,86.10766,-26.60359,,FlyBall,1,26.62159,1.48676,NEB,,117.1337,2.94043,392.72875,1.130318,,31.91972,81.83398,-0.00025,"Nunez, Devin",-12.16444,12.85772,7.54041,-2.40577,37.161058,-13.77827,,2.98709,,-27.55655,v3,"Worthley, Jeter",Top,HomeRun,2027.441667,2801.644841,7.13313,2025-09-04T21:48:23.4655232Z,6.114651,-0.00219
64a9a57b-5622-4e38-8489-f1580babfa19,,,,NEB,,2,-127.8111,,5.27842,,,0,High,,Fastball,,,,UNebraska,High,2.30751,1,6.46341,,,-127.12459,-2.30567,,,81.1662,,2,-27.02179,,,,214.799375,Cutter,,,da0fdfa0-89d8-11f0-81c6-51351d1fede5,830146,,-0.65053,Left,Team,1,High,Right,16:48:10.56,8.20398,,,,NEB,1.28724,,,,,BallCalled,10,50.0,830147,NEB,Right,,,,,4e48fd4d-eac9-44d3-a98d-b390f074d591,Undefined,,5,,,0.427171,2025-09-04T16:48:10.5674752-05:00,,-1.570607,,TeamExclusive,NEB,,,,54.03979,,,20250904-UNebraska-Private-3,,"Bender, Pryce",,,Undefined,,,,,-3.01421,5.31035,,4865,10081852,,-2.51068,,-4.408345,,21:48:10.56,,3.61731,0,4865,,,,,,,88.23741,6.13943,1:15,2025-09-04,1.39987,5.27705,2025-09-04,10.83076,87.30563,,,Undefined,1,21.66153,0.61496,NEB,,,4.44662,,0.644305,,,,,"Nunez, Devin",-5.02136,5.07331,3.45501,-2.1987,,-12.3832,,,,-24.7664,v3,"Worthley, Jeter",Top,Undefined,2102.574787,,3.29587,2025-09-04T21:48:10.5674752Z,,
64a9a57b-5622-4e38-8489-f1580babfa19,,,,NEB,,2,-117.00206,,2.93004,,,0,High,,Fastball,,,,UNebraska,High,3.00286,1,6.17326,,,-116.19092,-2.9976,,,73.12208,,2,-48.24849,,,,293.620435,Sinker,,,cc262ac0-89d8-11f0-81c6-51351d1fede5,830146,,-1.46374,Left,Team,1,High,Right,16:47:47.18,-5.04248,,,,NEB,0.43715,,,,,FoulBallNotFieldable,9,50.0,830147,NEB,Right,,,,,55271613-5120-45b8-9d59-fc7af117afa6,Undefined,,4,,,0.47309,2025-09-04T16:47:47.1836160-05:00,,-4.091011,,TeamExclusive,NEB,,,,54.33157,,,20250904-UNebraska-Private-3,,"Bender, Pryce",,,Undefined,,,,,-8.74489,3.19834,,4865,10081852,,-5.97544,,-4.966254,,21:47:47.18,,2.56341,0,4865,,,,,,,79.6729,7.13507,3:45,2025-09-04,7.90526,2.9232,2025-09-04,10.91714,80.25714,,,Undefined,1,21.83427,6.53902,NEB,,,-3.3674,,3.947311,,,,,"Nunez, Devin",-11.95089,14.63091,8.2247,-2.7003,,-18.38798,,,,-36.77597,v3,"Worthley, Jeter",Top,Undefined,2056.979278,,7.78072,2025-09-04T21:47:47.1836160Z,,
64a9a57b-5622-4e38-8489-f1580babfa19,,,,NEB,,2,-128.76296,,5.37977,,,0,High,,Fastball,,,,UNebraska,High,2.01465,1,6.16059,,,-127.88236,-2.01198,,,80.56986,,1,-22.8643,,,,207.729156,Four-Seam,,,c3d828f0-89d8-11f0-81c6-51351d1fede5,830146,,-0.510602,Left,Team,1,High,Right,16:47:33.28,12.77154,,,,NEB,1.03187,,,,,StrikeCalled,8,50.0,830147,NEB,Right,,,,,93e13414-56a4-46fa-8e5c-d1b7ed59a2cd,Undefined,,3,,,0.42965,2025-09-04T16:47:33.2838400-05:00,,-1.616543,,TeamExclusive,NEB,,,,54.33984,,,20250904-UNebraska-Private-3,,"Bender, Pryce",,,Undefined,,,,,-3.60355,5.33448,,4865,10081852,,-2.98775,,-4.749873,,21:47:33.28,,3.06472,0,4865,,,,,,,87.72823,7.43913,1:00,2025-09-04,-0.99305,5.37994,2025-09-04,13.01905,88.00899,,,Undefined,1,26.0381,-1.68495,NEB,,,7.06496,,-0.443469,,,,,"Nunez, Devin",-5.97551,6.13248,3.56247,-1.89492,,-10.22934,,,,-20.45867,v3,"Worthley, Jeter",Top,Undefined,2070.183677,,3.36038,2025-09-04T21:47:33.2838400Z,,
64a9a57b-5622-4e38-8489-f1580babfa19,,,,NEB,,2,-119.15648,,2.91573,,,0,High,,Sinker,,,,UNebraska,High,2.97241,0,6.15588,,,-118.28716,-2.96556,,,74.27498,,1,-50.23955,,,,305.416418,Sinker,,,bac131d0-89d8-11f0-81c6-51351d1fede5,830146,,-3.09385,Left,Team,1,High,Right,16:47:17.93,-8.35268,,,,NEB,-1.02676,,,,,BallCalled,7,50.0,830147,NEB,Right,,,,,d5a64aa7-b718-41ee-952a-a4da5df1e5fe,Undefined,,2,,,0.465812,2025-09-04T16:47:17.9378176-05:00,,-5.547659,,TeamExclusive,NEB,,,,54.34744,,,20250904-UNebraska-Private-3,,"Bender, Pryce",,,Undefined,,,,,-8.64788,3.13758,,4865,10081852,,-6.09203,,-5.887748,,21:47:17.93,,1.84956,0,4865,,,,,,,80.91779,7.60268,4:15,2025-09-04,6.77115,2.90511,2025-09-04,11.86987,81.87766,,,Undefined,1,23.73973,5.34558,NEB,,,-4.79508,,3.369144,,,,,"Nunez, Devin",-12.18405,13.71016,11.40389,-2.55613,,-19.46494,,,,-38.92989,v3,"Worthley, Jeter",Top,Undefined,1909.934803,,10.95772,2025-09-04T21:47:17.9378176Z,,
64a9a57b-5622-4e38-8489-f1580babfa19,,,,NEB,,2,-130.62366,,5.40024,,,0,High,,Fastball,,,,UNebraska,High,1.93217,0,6.1753,,,-129.68474,-1.92508,,,81.31578,,0,-28.37198,,,,251.0282,Sinker,,,b2568040-89d8-11f0-81c6-51351d1fede5,830146,,-0.179165,Left,Team,1,High,Right,16:47:03.94,6.41729,,,,NEB,0.48838,,,,,StrikeCalled,6,50.0,830147,NEB,Right,,,,,a53154f6-a716-4796-aaa1-12318aadd2a8,Undefined,,1,,,0.424516,2025-09-04T16:47:03.9413248-05:00,,-2.945654,,TeamExclusive,NEB,,,,54.32544,,,20250904-UNebraska-Private-3,,"Bender, Pryce",,,Undefined,,,,,-8.73977,5.40251,,4865,10081852,,-7.40869,,-5.056603,,21:47:03.94,,3.2656,0,4865,,,,,,,88.78922,8.03758,2:15,2025-09-04,0.50115,5.39775,2025-09-04,14.12624,89.35336,,,Undefined,1,28.25247,-0.36491,NEB,,,3.60634,,0.251056,,,,,"Nunez, Devin",-14.81739,15.34993,6.52422,-1.71644,,-13.02994,,,,-26.05988,v3,"Worthley, Jeter",Top,Undefined,2088.752418,,6.03179,2025-09-04T21:47:03.9413248Z,,
64a9a57b-5622-4e38-8489-f1580babfa19,,,,NEB,,1,-126.32267,,4.4637,-0.19138,,0,High,,Fastball,2.68567,,,UNebraska,High,2.63849,2,6.27046,-0.19239,,-125.448,-2.63235,,,78.84058,,2,-34.79148,GroundBall,,,266.390615,Changeup,,,9ee1ba20-89d8-11f0-81c6-51351d1fede5,830146,,-1.206246,Right,Team,1,High,Right,16:46:31.25,2.20717,,,2.68497,NEB,0.18569,,,,-43.599464,InPlay,5,50.0,10290580,NEB,Right,,,,,b5ed6b9a-b737-4a55-9c29-92dde79c30a5,Undefined,,5,,,0.437788,2025-09-04T16:46:31.2599552-05:00,Estimated,-4.110182,,TeamExclusive,NEB,2.68497,,-114.10487,54.2327,,Estimated,20250904-UNebraska-Private-3,,"Bender, Pryce",,,Undefined,,,,,-9.56603,4.53079,5.9102,4865,10081852,,-7.60154,,-5.294411,,21:46:31.25,-78.89249,2.65582,1,4865,107.3022,1.73241,,-56.733612,,,86.09738,7.65804,3:00,2025-09-04,2.50584,4.45986,2025-09-04,13.00689,86.49862,,,GroundBall,0,26.01377,1.48521,NEB,,74.85711,1.14476,5.9102,1.184785,,,,,"Grego, Drew",-15.20308,16.1158,8.90227,-2.34162,-30.032317,-15.17735,,1.73175,,-30.3547,v3,"Worthley, Jeter",Top,Out,2117.832276,,8.39109,2025-09-04T21:46:31.2599552Z,0.034033,
64a9a57b-5622-4e38-8489-f1580babfa19,,,,NEB,,1,-131.60028,,5.549,,,0,High,,Fastball,,,,UNebraska,High,1.7612,1,6.27168,,,-130.67753,-1.75944,,,81.86513,,2,-24.351,,,,200.685763,Four-Seam,,,962cb920-89d8-11f0-81c6-51351d1fede5,830146,,-1.04538,Right,Team,1,High,Right,16:46:16.66,9.78516,,,,NEB,0.52439,,,,,BallCalled,4,50.0,10290580,NEB,Right,,,,,492290af-9113-4693-a8a8-95d0fa6132e7,Undefined,,4,,,0.420512,2025-09-04T16:46:16.6618624-05:00,,-1.637327,,TeamExclusive,NEB,,,,54.22724,,,20250904-UNebraska-Private-3,,"Bender, Pryce",,,Undefined,,,,,-2.16067,5.57554,,4865,10081852,,-1.86019,,-4.059898,,21:46:16.66,,4.00917,0,4865,,,,,,,89.63458,8.11149,12:45,2025-09-04,1.19559,5.54799,2025-09-04,14.31294,89.97662,,,Undefined,0,28.62589,0.45082,NEB,,,5.26729,,0.531748,,,,,"Grego, Drew",-3.72039,3.27666,3.71842,-1.64151,,-11.55223,,,,-23.10447,v3,"Worthley, Jeter",Top,Undefined,2094.819622,,3.59849,2025-09-04T21:46:16.6618624Z,,
64a9a57b-5622-4e38-8489-f1580babfa19,-109.99586,0.00038,,NEB,,1,-130.20416,,5.48345,-0.82242,0.23685,0,High,,Fastball,3.26609,,,UNebraska,High,1.72648,1,6.12094,-0.82281,,-129.28245,-1.72192,,0.02587,81.29178,,1,-26.7156,Popup,1.66817,0.09767,240.252186,Sinker,,-0.0273,89c5fac0-89d8-11f0-81c6-51351d1fede5,830146,,0.089192,Right,Team,1,High,Right,16:45:55.83,8.27178,,,3.2647,NEB,0.76409,0.00034,-0.27067,,-178.136295,FoulBallNotFieldable,3,50.0,10290580,NEB,Right,,,-31.05051,-0.2265,d6dbf7fc-9579-448c-8333-82b6dbc08033,Undefined,,3,-0.00187,3.89314,0.425723,2025-09-04T16:45:55.8375424-05:00,Low,-2.170304,-0.27549,TeamExclusive,NEB,73.20459,340.692685,5.90999,54.38137,,High,20250904-UNebraska-Private-3,-0.89421,"Bender, Pryce",,-0.02364,Undefined,,,,,-7.11473,5.47728,68.47277,4865,10081852,,-6.01252,-5.22458,-4.879218,0.00096,21:45:55.83,84.75897,3.36636,0,4865,69.98487,1.348,2.12171,174.122142,,,88.53749,7.69851,2:00,2025-09-04,0.23056,5.48211,2025-09-04,13.64716,88.99029,-0.0992,,Undefined,0,27.29432,-0.59547,NEB,,-57.49214,4.56351,180.31512,0.119497,,-0.93904,71.65895,-0.00506,"Grego, Drew",-12.02503,12.54107,4.79862,-1.56673,55.707468,-12.2305,,1.34661,,-24.46099,v3,"Worthley, Jeter",Top,Undefined,2120.866929,4761.212601,4.39254,2025-09-04T21:45:55.8375424Z,3.899443,-0.01602
64a9a57b-5622-4e38-8489-f1580babfa19,,,,NEB,,1,-130.53857,,5.19535,,,0,High,,Fastball,,,,UNebraska,High,1.90764,0,6.73873,,,-129.84,-1.90564,,,82.87405,,1,-26.25072,,,,215.003827,Cutter,,,807de180-89d8-11f0-81c6-51351d1fede5,830146,,-3.200747,Right,Team,1,High,Right,16:45:40.27,7.33217,,,,NEB,-1.39401,,,,,BallCalled,2,50.0,10290580,NEB,Right,,,,,77df3037-5619-4b50-98fc-ba05d9fd9fc7,Undefined,,2,,,0.417091,2025-09-04T16:45:40.2723840-05:00,,-4.015499,,TeamExclusive,NEB,,,,53.76398,,,20250904-UNebraska-Private-3,,"Bender, Pryce",,,Undefined,,,,,-3.35201,5.08552,,4865,10081852,,-2.89506,,-6.404516,,21:45:40.27,,1.64286,0,4865,,,,,,,90.3699,6.51571,1:15,2025-09-04,-3.4475,5.19393,2025-09-04,12.08121,89.38976,,,Undefined,0,24.16242,-4.15054,NEB,,,4.54862,,-1.488219,,,,,"Grego, Drew",-5.79012,4.48229,9.1167,-1.64448,,-12.15847,,,,-24.31694,v3,"Worthley, Jeter",Top,Undefined,2178.724908,,8.9493,2025-09-04T21:45:40.2723840Z,,
64a9a57b-5622-4e38-8489-f1580babfa19,,,,NEB,,1,-126.3398,,4.39428,,,0,High,,Fastball,,,,UNebraska,High,2.66821,0,5.93635,,,-125.50281,-2.66187,,,79.87282,,0,-36.38364,,,,271.300169,Changeup,,,76f47980-89d8-11f0-81c6-51351d1fede5,830146,,-1.342179,Right,Team,1,High,Right,16:45:24.25,0.68756,,,,NEB,0.03115,,,,,StrikeSwinging,1,50.0,10290580,NEB,Right,,,,,6e3ddc60-55bf-4b9e-9e49-07f1bc1cbb7e,Undefined,,1,,,0.438218,2025-09-04T16:45:24.2597376-05:00,,-4.334644,,TeamExclusive,NEB,,,,54.56799,,,20250904-UNebraska-Private-3,,"Bender, Pryce",,,Undefined,,,,,-9.65158,4.37558,,4865,10081852,,-7.77219,,-6.60968,,21:45:24.25,,1.43174,0,4865,,,,,,,86.01308,6.61422,3:00,2025-09-04,0.04864,4.38991,2025-09-04,11.53628,86.48704,,,Undefined,0,23.07256,-1.07949,NEB,,,0.66803,,0.079313,,,,,"Grego, Drew",-15.54438,16.70521,9.40228,-2.33102,,-15.54907,,,,-31.09813,v3,"Worthley, Jeter",Top,Undefined,2126.786638,,8.83839,2025-09-04T21:45:24.2597376Z,,
64a9a57b-5622-4e38-8489-f1580babfa19,,,,NEB,,8,-131.56788,,6.34223,,,0,High,,Fastball,,,,UNebraska,High,-0.86662,1,6.37248,,,-130.68867,0.86467,,,82.06143,,1,-16.50139,,,,165.397932,Four-Seam,,,a3dcf530-89dd-11f0-81c6-51351d1fede5,822523,,0.565062,Right,Team,2,High,Left,17:22:27.08,17.43304,,,,NEB,0.00816,,,,,BallCalled,74,50.0,10081852,NEB,Right,,,,,fe86a387-db4a-4258-8216-04707e7e8b1d,Undefined,,3,,,0.419268,2025-09-04T17:22:27.0890496-05:00,,1.336239,,TeamExclusive,NEB,,,,54.12739,,,20250904-UNebraska-Private-3,,"Stewart, Braxton",,,Undefined,,,,,2.58709,6.2756,,4865,1000072776,,2.23377,,-4.016331,,22:22:27.08,,4.19166,0,4865,,,,,,,89.90059,7.8723,11:30,2025-09-04,-1.87254,6.34462,2025-09-04,13.96646,89.93373,,,Undefined,1,27.93291,-2.36122,NEB,,,9.64103,,-0.845056,,,,,"Worthley, Jeter",4.46754,-4.25957,-3.01657,0.77194,,-7.76274,,,,-15.52548,v3,"Miller, Miken",Bottom,Undefined,2217.366238,,-2.87595,2025-09-04T22:22:27.0890496Z,,
64a9a57b-5622-4e38-8489-f1580babfa19,,,,NEB,,3,-127.94436,,5.29519,,,0,High,,Fastball,,,,UNebraska,High,1.8271,1,6.80559,,,-127.23067,-1.82564,,,80.87422,,2,-29.21569,,,,209.006108,Slider,,,18eb55b0-89d9-11f0-81c6-51351d1fede5,830146,,-3.376107,Right,Team,1,High,Right,16:49:56.02,5.82803,,,,NEB,-1.47987,,,,,BallCalled,16,50.0,1000352885,NEB,Right,,,,,8fb5c41d-17ee-4527-8d8a-0f3a1314a3f0,Undefined,,5,,,0.426066,2025-09-04T16:49:56.0260096-05:00,,-3.861181,,TeamExclusive,NEB,,,,53.69648,,,20250904-UNebraska-Private-3,,"Bender, Pryce",,,Undefined,,,,,-2.41886,5.20319,,4865,10081852,,-1.99438,,-6.695208,,21:49:56.02,,1.74348,0,4865,,,,,,,88.46629,6.72638,1:00,2025-09-04,-2.79871,5.29295,2025-09-04,12.31681,87.6006,,,Undefined,1,24.63362,-3.55209,NEB,,,3.74205,,-1.218657,,,,,"Buck, Jett",-3.98877,2.66421,8.60656,-1.57797,,-13.00166,,,,-26.00332,v3,"Worthley, Jeter",Top,Undefined,2226.508861,,8.49099,2025-09-04T21:49:56.0260096Z,,
64a9a57b-5622-4e38-8489-f1580babfa19,,,,NEB,,3,-131.83369,,6.26763,1.4502,,0,High,,Fastball,2.26301,,,UNebraska,High,-2.49734,1,5.18042,1.44998,,-130.64553,2.49074,,,82.01889,,1,-23.59001,GroundBall,,,122.524241,Sinker,,,c8981010-89da-11f0-81c6-51351d1fede5,830158,,-0.389906,Right,Team,2,High,Left,17:02:00.27,11.9889,,,2.26216,NEB,-1.45607,,,,7.082984,InPlay,36,50.0,822405,NEB,Right,,,,,5933b1c5-4469-42bb-abe1-91517ce8592a,Undefined,,3,,,0.429307,2025-09-04T17:02:00.2778112-05:00,Estimated,2.600185,,TeamExclusive,NEB,2.26216,,-14.57302,55.3209,,Estimated,20250904-UNebraska-Private-3,,"Nowaczyk, Colin",,,Undefined,,,,,9.22044,6.03754,6.87074,4865,10081852,,7.91279,,-6.640314,,22:02:00.27,-54.69184,2.15107,1,4865,82.56204,2.37739,,-7.729553,,,87.79835,8.20146,10:00,2025-09-04,-5.26681,6.26768,2025-09-04,14.65299,90.22035,,,GroundBall,1,29.30597,-6.08315,NEB,,107.36724,7.01433,6.87074,-2.282209,,,,,"Jesske, Will",15.82558,-16.88458,-5.79243,2.2689,-26.78291,-10.06748,,2.37573,,-20.13496,v3,"Worthley, Jeter",Top,Out,2122.875052,,-5.15081,2025-09-04T22:02:00.2778112Z,0.041362,
64a9a57b-5622-4e38-8489-f1580babfa19,,-0.03537,,NEB,,3,-128.74452,,5.27271,-0.79242,0.50146,0,High,,Fastball,3.212,,,UNebraska,High,1.78507,2,6.22641,-0.79242,,-127.83936,-1.77949,,0.03876,80.39015,,2,-32.15766,,-1.52358,0.46435,261.761428,Sinker,,-0.08189,1fbd65e0-89d9-11f0-81c6-51351d1fede5,830146,,0.268262,Right,Team,1,High,Right,16:50:07.50,3.53949,,,3.21199,NEB,0.652,0.00321,0.30311,,,InPlay,17,50.0,1000352885,NEB,Right,,,-18.15274,-0.46148,b4e48971-b1b4-44bb-89a2-3e1b3b1d2f80,Undefined,,6,0.17888,0.99629,0.430019,2025-09-04T16:50:07.5074048-05:00,Undefined,-2.721566,0.13505,TeamExclusive,NEB,67.16345,165.797038,-49.39281,54.27715,,High,20250904-UNebraska-Private-3,-0.96914,"Bender, Pryce",,-0.37254,Undefined,,,,,-9.433,5.25732,93.53603,4865,10081852,,-7.78003,6.79548,-5.94275,0.04687,21:50:07.50,72.65536,2.63383,1,4865,77.64649,3.5406,3.7268,-34.280595,,,87.65289,7.61516,2:45,2025-09-04,0.01589,5.26987,2025-09-04,13.57511,88.00531,-14.66103,,FlyBall,1,27.15021,-0.93959,NEB,,72.46024,2.13087,,0.047375,,,,-0.01643,"Buck, Jett",-15.56006,16.55977,5.94937,-1.58979,39.642635,-14.32954,,3.54059,,-28.65909,v3,"Worthley, Jeter",Top,Out,2154.638932,3530.090591,5.43061,2025-09-04T21:50:07.5074048Z,,-0.23502
