PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,BatSpeed,VerticalAttackAngle,HorizontalAttackAngle
127,5/31/2025,10:30.3,2,1,"Wywoda, Jaden",809064,Right,HOL_CRU,"Buettenback, Max",822404,Left,NEB,Undefined,4,Bottom,1,0,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,74.52024,0.770532,-1.540876,2293.808377,99.746689,9:15,4.76983,1.57351,4.49361,-49.18455,3.8987,-13.00831,1.40564,-0.97912,68.51061,-8.058631,-3.815544,0.524385,,,,,,,,,,,,5.88863,2.18882,-1.39859,50,4.80388,3.44307,-108.00367,-0.31021,6.95143,18.91388,-29.59018,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,27e973e0-3e42-11f0-8e21-9f560cccee3c,71.87933,,,6.00963,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,10:30.3,2025-05-31T13:10:30.2761984-04:00,2025-05-31T17:10:30.2761984Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,7046b8bf-2834-4d57-976b-761e5c163916,56.00374,-109.04999,9.45694,4.77577,1.32673,-14.79509,-1.57843,3.05852,3.47571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
128,5/31/2025,10:45.7,2,2,"Wywoda, Jaden",809064,Right,HOL_CRU,"Buettenback, Max",822404,Left,NEB,Undefined,4,Bottom,1,1,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,75.4005,0.407384,-1.698166,2295.334543,96.292073,9:15,4.84251,1.57242,4.34979,-48.95932,3.55221,-16.2921,1.15195,-1.40812,68.91971,-8.366089,-4.539308,0.521553,,,,,,,,,,,,7.35784,2.12315,-1.37258,50,4.83777,3.92981,-109.16288,-1.0261,8.80626,20.67678,-29.63295,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,313054a0-3e42-11f0-8e21-9f560cccee3c,72.26957,,,6.48079,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,10:45.7,2025-05-31T13:10:45.7014784-04:00,2025-05-31T17:10:45.7014784Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,eb792944-3e89-4e40-a845-91bce5a3da04,56.14692,-110.32104,10.33839,4.84876,0.63372,-14.81648,-1.57888,3.43656,4.40313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
129,5/31/2025,11:01.8,2,3,"Wywoda, Jaden",809064,Right,HOL_CRU,"Buettenback, Max",822404,Left,NEB,Undefined,4,Bottom,1,2,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,75.09804,0.392591,-1.015966,2323.223217,99.994759,9:15,4.87523,1.57969,4.47953,-49.28428,3.36166,-8.96075,1.14246,-0.13547,68.56704,-8.470115,-2.584446,0.52222,,,,,,,,,,,,4.07835,1.98528,-1.46356,50,4.86932,2.2982,-108.78172,-1.02625,4.84552,20.59167,-29.81533,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,3ac26f30-3e42-11f0-8e21-9f560cccee3c,72.17728,,,6.531,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,11:01.8,2025-05-31T13:11:01.7828864-04:00,2025-05-31T17:11:01.7828864Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,2244a7a5-a1df-4902-b1f9-5f420255f205,56.01791,-109.91497,10.29583,4.88064,0.61462,-14.90767,-1.5827,2.03153,2.42276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
130,5/31/2025,11:17.2,2,4,"Wywoda, Jaden",809064,Right,HOL_CRU,"Buettenback, Max",822404,Left,NEB,Undefined,4,Bottom,1,3,0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,87.43307,-0.650095,-2.059035,2357.776871,255.987447,2:30,5.04551,1.40677,5.1391,-31.47167,6.02268,19.51036,1.81032,1.09301,80.27654,-6.393476,1.395817,0.440712,,,,,,,,,,,,-10.30016,3.51453,-1.22968,50,4.96033,3.68684,-126.89988,-2.63884,-16.84282,25.29004,-26.42709,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,440cd260-3e42-11f0-8e21-9f560cccee3c,85.52632,,,7.15653,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,11:17.2,2025-05-31T13:11:17.2235776-04:00,2025-05-31T17:11:17.2235776Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,1f8b9e56-5fe2-41b0-83f2-667394c0cb95,55.36027,-127.96367,12.64502,5.04795,-1.52721,-13.21355,-1.39966,4.39531,-8.42141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
131,5/31/2025,11:34.3,2,5,"Wywoda, Jaden",809064,Right,HOL_CRU,"Buettenback, Max",822404,Left,NEB,Undefined,4,Bottom,1,3,1,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,87.22001,-0.061883,-2.610407,2217.596906,258.359165,2:30,5.00962,1.43873,5.15206,-31.72801,6.30386,24.35899,2.3073,1.00957,79.24525,-5.88191,1.701555,0.443859,,,,,,,,,,,,-12.89064,3.53622,-1.21423,50,4.9797,4.65551,-126.42968,-1.3347,-20.71888,27.4581,-26.49036,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,4e2e0d90-3e42-11f0-8e21-9f560cccee3c,84.91979,,,7.97475,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,11:34.4,2025-05-31T13:11:34.3547904-04:00,2025-05-31T17:11:34.3547904Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,dacb460b-614d-48d5-acc4-fb8e3c76f5fa,55.34638,-127.58553,13.72905,5.01242,-0.21959,-13.24518,-1.42856,5.52766,-10.35944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
132,5/31/2025,11:51.5,2,6,"Wywoda, Jaden",809064,Right,HOL_CRU,"Buettenback, Max",822404,Left,NEB,Undefined,4,Bottom,1,3,2,Fastball,Sinker,InPlay,Undefined,GroundBall,Single,0,0,,87.32192,0.062962,-3.249956,2351.254072,277.90095,3:15,4.99314,1.50335,4.93758,-41.349,-2.53508,28.89734,1.60699,0.83657,78.42158,-7.450205,1.847621,0.4484,105.96107,-1.167013,-4.89514,1169.050924,,,,36.53276,35.52,-6.268561,0.225949,-15.43576,-0.89228,-1.2128,50,4.96496,5.82954,-126.32116,-1.52468,-24.397,30.96811,-33.58435,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,5864f3a0-3e42-11f0-8e21-9f560cccee3c,84.05994,1.72015,,8.90035,,,,2.34754,1.72015,-0.79751,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,11:51.5,2025-05-31T13:11:51.5335168-04:00,2025-05-31T17:11:51.5335168Z,GroundBall,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,0e11df92-a039-43ac-96f8-a9d4239bcbc9,55.56165,-127.67734,15.48406,4.99953,-0.05393,-16.79218,-1.49148,6.89796,-12.1985,52.055068,2.34897,154.72656,-19.51625,,,,,,,1.72133,-3.23443,-19.42423,,,,,,,-0.79693,-13.29271,-3.70461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,39.46484,4.388067985,1.539023875
133,5/31/2025,12:31.8,3,1,"Wywoda, Jaden",809064,Right,HOL_CRU,"Stokes, Rhett",822403,Right,NEB,Undefined,4,Bottom,1,0,0,Fastball,Sinker,InPlay,Undefined,GroundBall,FieldersChoice,1,0,,86.2986,-0.406759,-3.773548,2167.751952,276.058686,3:15,5.08159,1.38844,5.00019,-39.88939,-0.80941,19.89033,1.37265,-0.52151,78.71311,-7.63237,-0.264904,0.449934,54.28201,-53.878431,-50.665623,,,,,2.96042,2.56475,-4.376473,0.025925,-11.02697,0.04937,-1.04258,50,5.00983,7.35196,-124.96951,-2.45347,-17.34813,26.40037,-32.09641,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,7070f520-3e42-11f0-8e21-9f560cccee3c,83.77332,1.67414,,7.58549,,,,2.17738,1.67414,0.71908,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,12:31.8,2025-05-31T13:12:31.8031360-04:00,2025-05-31T17:12:31.8031360Z,GroundBall,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,47be0b3f-fb8b-42a8-a4c6-fdbf77a32cac,55.49973,-126.126,13.20019,5.08651,-1.04746,-16.0482,-1.38128,8.11191,-8.67406,,2.17686,29.87083,,,,,,,,1.67525,-64.57533,,,,,,,,0.71971,-36.45038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,91.61738,5.230848901,-2.599592177
134,5/31/2025,13:12.0,4,1,"Wywoda, Jaden",809064,Right,HOL_CRU,"Helligso, Hogan",823087,Right,NEB,Undefined,4,Bottom,2,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,73.98575,1.579352,-2.345526,2291.229723,98.290739,9:15,4.85078,1.40481,4.72747,-49.5155,4.4987,-18.30115,2.2246,-2.34693,67.34228,-7.381545,-5.551929,0.528963,,,,,,,,,,,,8.23119,2.2563,-1.15095,50,4.96673,5.12296,-107.06424,1.25552,9.44294,20.49218,-29.58558,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,885e2400-3e42-11f0-8e21-9f560cccee3c,71.25722,,,6.64347,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,13:12.0,2025-05-31T13:13:12.0351232-04:00,2025-05-31T17:13:12.0351232Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,f13518e9-397c-4be6-83de-ca7f16b5dd5e,55.76911,-108.16282,10.24609,4.85691,2.84159,-14.79279,-1.41202,4.61673,4.72147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
135,5/31/2025,13:30.8,4,2,"Wywoda, Jaden",809064,Right,HOL_CRU,"Helligso, Hogan",823087,Right,NEB,Undefined,4,Bottom,2,1,0,Fastball,Changeup,InPlay,Undefined,GroundBall,Out,1,0,,86.62386,-0.179981,-2.682573,2179.829328,269.766817,3:00,5.00709,1.41948,5.21269,-37.641,1.70154,25.92529,1.70091,1.05561,77.15661,-7.09985,1.914932,0.451443,90.57889,26.357704,-7.349208,2580.351362,109.14108,47.14152,-13.71838,340.21172,335.6286,-5.126487,4.448996,-14.02918,1.305,-1.19236,50,4.96236,4.71374,-125.28774,-1.80869,-21.60751,32.6243,-30.16409,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,93990c90-3e42-11f0-8e21-9f560cccee3c,83.49329,62.34094,,9.46725,,,,3.00182,1.91064,-1.00028,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,13:30.8,2025-05-31T13:13:30.7748864-04:00,2025-05-31T17:13:30.7748864Z,LineDrive,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,1ff80a3f-5d47-4d08-8e76-62638546d869,55.28469,-126.65637,16.31215,5.01169,-0.54327,-15.08204,-1.40912,5.6202,-10.80375,185.443343,3.00136,118.07349,-19.36913,4.4429,-1.07282,0.27594,-0.06039,0.0082,-0.00047,1.9117,58.95341,-15.56845,0.50564,0.19826,-0.15348,0.04838,-0.00724,0.00042,-1.00003,-15.23389,3.48056,-0.67728,0.17876,-0.06114,0.01654,-0.00247,0.00015,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,114.93602,25.93403576,-8.68926288
136,5/31/2025,15:48.2,1,1,"Horn, Tyner",10068252,Right,NEB,"Scanlon, Sean",809071,Left,HOL_CRU,Undefined,5,Top,0,0,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,79.21394,1.954674,0.588111,2721.103809,67.736521,8:15,5.73604,0.85054,4.84808,-51.41948,-5.32449,-16.34028,3.30236,0.04562,72.9743,-7.303185,-2.290958,0.48865,,,,,,,,,,,,8.18729,-2.70378,-0.89398,50,5.88493,-0.486,-114.98205,1.99285,11.00888,20.44307,-35.80961,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,e55df8b0-3e42-11f0-8e21-9f560cccee3c,77.13581,,,6.23964,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,15:48.2,2025-05-31T13:15:48.1803264-04:00,2025-05-31T17:15:48.1803264Z,,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,3404ba7d-217d-45dc-80aa-2391fa43ab4a,55.65256,-115.98268,10.22154,5.74449,3.74564,-17.90481,-0.857,-1.02486,5.50444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
137,5/31/2025,15:58.2,1,2,"Horn, Tyner",10068252,Right,NEB,"Scanlon, Sean",809071,Left,HOL_CRU,Undefined,5,Top,0,0,1,Fastball,Four-Seam,InPlay,Undefined,FlyBall,HomeRun,0,1,,92.9024,-1.748594,-0.828228,2370.915643,204.665127,12:45,5.88216,-0.11135,5.3304,-12.88918,20.54233,8.88859,3.16674,-0.14779,83.88582,-4.233916,0.750361,0.416149,104.16066,27.873483,28.858638,2013.157969,93.72607,54.8836,57.57953,376.19836,327.58926,36.644083,4.812884,-4.74248,11.21386,0.17939,50,5.71566,1.53064,-134.6469,-4.49633,-8.6032,32.47122,-11.83138,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,eb634300-3e42-11f0-8e21-9f560cccee3c,90.57428,77.47499,,9.01658,,,,1.9899,3.16074,0.06746,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,15:58.2,2025-05-31T13:15:58.2027776-04:00,2025-05-31T17:15:58.2027776Z,FlyBall,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,82fd9ce0-04be-4d54-bd10-12ec7426d729,55.16618,-135.88705,16.23561,5.87875,-4.04446,-5.91569,0.11466,1.85921,-4.3016,216.093934,1.9967,118.12872,-29.63218,7.90131,-1.4088,0.1148,0.00182,-4.00E-05,-8.00E-05,3.16177,71.38952,-18.56533,-0.03744,0.84904,-0.43288,0.12054,-0.01704,0.00094,0.06993,65.12554,-5.06377,-0.72232,0.80971,-0.32799,0.07573,-0.00918,0.00045,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,58.37129,26.13504821,1.655504324
138,5/31/2025,16:48.0,2,1,"Horn, Tyner",10068252,Right,NEB,"Jones, Brendan",1000119807,Right,HOL_CRU,Undefined,5,Top,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,92.88225,0.724207,-0.273287,2363.58362,202.35863,12:45,5.77748,0.37082,5.36629,-17.71651,15.03296,5.79524,4.98019,0.59751,85.33211,-2.588411,0.756531,0.411883,,,,,,,,,,,,-2.97508,7.65449,-0.35054,50,5.83007,0.37215,-134.94329,1.08343,-5.53286,27.00593,-17.93871,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,0907c340-3e43-11f0-8e21-9f560cccee3c,91.51259,,,7.55013,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,16:48.0,2025-05-31T13:16:47.9985664-04:00,2025-05-31T17:16:47.9985664Z,,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,988e4761-4d00-4faf-ae7c-f6ff4818dc14,55.13103,-135.96627,13.50297,5.77616,1.76295,-8.96936,-0.36861,0.58173,-2.76643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
139,5/31/2025,17:03.3,2,2,"Horn, Tyner",10068252,Right,NEB,"Jones, Brendan",1000119807,Right,HOL_CRU,Undefined,5,Top,0,1,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,85.25251,-2.342296,-2.061945,1536.072267,266.035609,2:45,5.67963,0.87083,5.56434,-36.59356,2.18217,14.78583,0.43941,0.17593,78.88079,-9.002344,0.581333,0.448179,,,,,,,,,,,,-8.1141,2.02713,-0.7032,50,5.45299,3.85741,-123.76266,-6.36033,-12.64164,23.66231,-29.01579,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,123f13a0-3e43-11f0-8e21-9f560cccee3c,84.10134,,,6.37173,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,17:03.3,2025-05-31T13:17:03.3227776-04:00,2025-05-31T17:17:03.3227776Z,,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,04725fe6-7043-4c7e-9592-1683c7b58ae4,54.93627,-124.70286,11.83116,5.6828,-5.20742,-14.5079,-0.86644,4.35972,-6.32082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
140,5/31/2025,17:17.4,2,3,"Horn, Tyner",10068252,Right,NEB,"Jones, Brendan",1000119807,Right,HOL_CRU,Undefined,5,Top,0,2,0,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,91.69044,-1.988528,-1.329988,2290.14937,215.888974,1:15,5.77524,0.58406,5.42695,-17.73517,15.50469,10.58327,2.43365,0.22013,85.2879,-5.276038,0.553335,0.414955,,,,,,,,,,,,-5.68607,8.5641,-0.47393,50,5.58667,2.62839,-133.30377,-5.25325,-10.4219,23.65483,-16.47707,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,1aab4bd0-3e43-11f0-8e21-9f560cccee3c,90.83503,,,6.40254,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,17:17.5,2025-05-31T13:17:17.4557184-04:00,2025-05-31T17:17:17.4557184Z,,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,94706e41-8a3d-4e57-bf66-001a769620df,55.07357,-134.20106,11.82742,5.77408,-4.62824,-8.23854,-0.58113,3.02372,-5.21095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
141,5/31/2025,17:33.9,2,4,"Horn, Tyner",10068252,Right,NEB,"Jones, Brendan",1000119807,Right,HOL_CRU,Undefined,5,Top,0,2,1,Curveball,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,82.61411,1.78121,0.306943,2630.90339,65.777525,8:15,5.79543,0.77283,4.74965,-44.94483,-2.72917,-8.63965,3.7399,0.34397,76.50248,-6.296618,-1.211932,0.467636,,,,,,,,,,,,4.32681,-1.43161,-0.79559,50,5.9343,-0.26192,-119.99179,1.96519,6.38809,20.46699,-34.28769,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,246030a0-3e43-11f0-8e21-9f560cccee3c,80.60205,,,6.11163,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,17:33.9,2025-05-31T13:17:33.8657792-04:00,2025-05-31T17:17:33.8657792Z,,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,06874a5f-f0f4-4125-ab54-d0be0f90e714,55.75078,-120.96872,10.2335,5.80144,3.60181,-17.14384,-0.77581,-0.56684,3.19405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
142,5/31/2025,17:47.6,2,5,"Horn, Tyner",10068252,Right,NEB,"Jones, Brendan",1000119807,Right,HOL_CRU,Undefined,5,Top,0,3,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,90.84209,-0.958423,-1.60012,2301.840429,213.111701,1:00,5.7147,0.38724,5.33761,-17.39525,16.92643,10.3756,3.36553,-0.24965,83.50477,-4.214358,0.242381,0.421654,71.70351,59.316831,-153.78609,4721.760228,,,,,43.01533,,,-5.65611,9.07075,-0.25076,50,5.61608,3.21933,-131.93702,-2.80184,-10.043,26.14296,-16.06794,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,2ca1af50-3e43-11f0-8e21-9f560cccee3c,89.39197,57.64864,,7.33732,,,,1.92887,3.48597,0.25231,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,17:47.6,2025-05-31T13:17:47.6433408-04:00,2025-05-31T17:17:47.6433408Z,,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,87e218d8-396f-4c07-b90c-e018562beaaf,55.16131,-132.95578,13.07148,5.71306,-2.17569,-8.03397,-0.38384,3.61069,-5.0215,2.878615,1.92887,-48.14538,-3.79126,2.12028,-0.48792,-0.31925,0.831,-0.79743,0.30006,3.48597,90.44207,-32.08064,4.50988,-0.84895,-0.1717,0.60061,-0.57907,0.21644,0.25231,-23.70497,-0.70452,0.58206,-0.14206,-0.09538,0.24929,-0.23956,0.09023,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,,49.20843,12.79891229,-2.446942747
143,5/31/2025,18:04.3,2,6,"Horn, Tyner",10068252,Right,NEB,"Jones, Brendan",1000119807,Right,HOL_CRU,Undefined,5,Top,0,3,2,ChangeUp,Changeup,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,85.41714,0.351923,-1.414481,1510.514689,255.082527,2:30,5.67672,0.85771,5.31277,-34.64262,4.35835,11.89741,3.12025,0.52131,78.40546,-5.986098,0.699052,0.449479,,,,,,,,,,,,-6.35205,2.44496,-0.73847,50,5.68352,2.5493,-124.03033,-0.50843,-9.92439,24.11313,-28.35407,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,368f7e70-3e43-11f0-8e21-9f560cccee3c,83.85814,,,7.01168,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,18:04.3,2025-05-31T13:18:04.2754560-04:00,2025-05-31T17:18:04.2754560Z,,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,a0fd2a86-6930-489b-a61b-86f6497de174,55.18563,-125.03442,12.05657,5.68011,0.67226,-14.17703,-0.85323,2.96256,-4.9622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
144,5/31/2025,18:29.6,3,1,"Horn, Tyner",10068252,Right,NEB,"Brown, Colin",1000242461,Right,HOL_CRU,Undefined,5,Top,1,0,0,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,93.43416,-2.808436,-1.042389,2370.083012,210.780337,1:00,5.74608,0.15628,5.40884,-15.09745,17.40694,9.76938,1.85422,-0.00632,85.76148,-5.64535,0.695612,0.410338,89.38287,65.032395,11.630076,,,,,127.16175,59.77736,16.841463,6.240602,-5.23166,9.83654,-0.07075,50,5.48585,2.0192,-135.56341,-7.1589,-9.77554,28.49667,-13.79407,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,45a2e640-3e43-11f0-8e21-9f560cccee3c,91.85695,161.27735,,7.67268,,,,2.19441,1.15047,-0.62925,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,18:29.6,2025-05-31T13:18:29.5574528-04:00,2025-05-31T17:18:29.5574528Z,Popup,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,9903cffc-558d-4714-b08d-2f08dbf02ff3,55.08995,-136.62917,14.24833,5.74395,-6.64301,-6.89703,-0.15311,2.3848,-4.88777,182.826695,2.18843,54.28441,-21.61152,7.17146,-1.73821,0.31451,-0.03812,0.00259,-7.00E-05,1.12728,119.21948,-29.15974,4.65869,-1.5516,0.46006,-0.08776,0.00885,-0.00036,-0.62837,11.13749,-2.59575,0.62903,-0.07227,-0.0069,0.00383,-0.00052,3.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,,82.14077,18.33168075,-6.071522861
