PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,BatSpeed,VerticalAttackAngle,HorizontalAttackAngle
72,5/31/2025,41:17.8,2,3,"Horn, Tyner",10068252,Right,NEB,"Brown, Colin",1000242461,Right,HOL_CRU,Undefined,3,Top,1,1,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,92.6122,-0.512013,-0.904641,2363.928103,194.545332,12:30,5.69136,0.47216,5.53324,-17.02154,15.97249,3.8739,3.79424,-0.05067,84.52282,-3.722359,-0.21404,0.413418,,,,,,,,,,,,-2.2,8.51552,-0.39626,50,5.63579,1.94357,-134.45101,-1.76474,-4.02841,29.06196,-16.58142,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,134f3d60-3e3e-11f0-8e21-9f560cccee3c,91.1728,,,8.08938,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,41:17.8,2025-05-31T12:41:17.7787392-04:00,2025-05-31T16:41:17.7787392Z,,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,e250f31c-5ec4-43ef-8c6f-3f857cdc3564,54.96272,-135.51947,14.53098,5.68947,-1.15513,-8.29071,-0.47043,2.09167,-2.0142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
73,5/31/2025,41:32.6,2,4,"Horn, Tyner",10068252,Right,NEB,"Brown, Colin",1000242461,Right,HOL_CRU,Undefined,3,Top,1,2,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,91.83171,-1.986593,-1.519019,2370.771488,196.674241,12:30,5.70235,0.42983,5.73538,-12.4856,21.5347,6.05949,2.81059,-0.48004,82.21176,-4.438799,-0.435171,0.419798,72.70027,6.277013,171.154834,2332.540301,,,,55.42815,35.31296,167.634522,0.527604,-3.53197,11.89272,-0.3068,50,5.52912,3.23806,-132.92523,-4.90294,-6.1961,33.67386,-11.31069,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,1c284120-3e3e-11f0-8e21-9f560cccee3c,89.78708,3.48443,,9.61995,,,,-0.26229,2.3922,0.43794,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,41:32.6,2025-05-31T12:41:32.6342144-04:00,2025-05-31T16:41:32.6342144Z,GroundBall,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,02664405-3a1e-47ef-ba04-6ff4fe11caf1,54.75498,-134.1244,16.83693,5.69655,-4.50015,-5.65535,-0.42605,3.45872,-3.09805,,-0.24087,-105.26362,5.80145,,,,,,,2.39962,11.4731,-30.393,,,,,,,0.42909,16.51828,9.82285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Medium,,,,13.98787,20.23157266,-43.58499561
74,5/31/2025,41:50.1,2,5,"Horn, Tyner",10068252,Right,NEB,"Brown, Colin",1000242461,Right,HOL_CRU,Undefined,3,Top,1,2,2,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,94.18045,-2.181067,-1.759328,2436.741566,203.693826,12:45,5.6931,0.45188,5.90087,-13.61631,18.41485,7.55985,2.53178,-0.55184,84.66594,-4.821235,-0.402862,0.40734,89.37545,8.677648,75.021758,4428.996214,20.9699,10.17706,107.98227,179.3591,94.99566,81.891413,1.762814,-4.42969,10.46571,-0.31471,50,5.50999,3.84611,-136.44504,-5.57246,-8.2091,34.77431,-12.77896,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,26a83e20-3e3e-11f0-8e21-9f560cccee3c,92.533,10.49402,,9.51451,,,,0.09356,2.41924,0.56075,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,41:50.1,2025-05-31T12:41:50.1049344-04:00,2025-05-31T16:41:50.1049344Z,GroundBall,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,34976864-3e9e-4f14-a95c-e1c171a1a042,54.59346,-137.61074,17.38716,5.68961,-5.14408,-6.38948,-0.44825,4.1213,-4.10455,,0.09356,33.49106,-15.19915,3.38446,-0.73957,0.16311,-0.03406,0.00543,-0.00045,2.41924,19.7773,-12.12886,-0.05231,0.12749,-0.04895,0.0133,-0.0023,0.0002,0.56075,125.1805,-19.75017,4.49956,-1.00328,0.22478,-0.0473,0.00759,-0.00063,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,,,
75,5/31/2025,42:05.2,2,6,"Horn, Tyner",10068252,Right,NEB,"Brown, Colin",1000242461,Right,HOL_CRU,Undefined,3,Top,1,2,2,Curveball,Curveball,InPlay,Undefined,GroundBall,Out,1,0,,80.53135,1.938277,-0.341855,2853.958547,56.346049,8:00,5.69774,0.75298,4.97911,-54.43743,-9.44477,-16.45021,2.99251,-0.94072,73.32246,-7.894884,-3.247582,0.482772,91.32248,-2.615581,-13.474039,2431.536535,,,,34.39322,33.85077,-11.559733,0.251237,8.09323,-4.92422,-0.70565,50,5.83968,1.38789,-116.76787,1.91322,11.05167,24.23355,-38.89829,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,2fb08f40-3e3e-11f0-8e21-9f560cccee3c,78.075,3.05125,,7.20889,,,,2.14458,3.05125,0.90603,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,42:05.2,2025-05-31T12:42:05.1872256-04:00,2025-05-31T16:42:05.1872256Z,GroundBall,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,709d077b-a4ca-449d-9258-7be9434d314f,55.52161,-117.90824,12.11678,5.70658,3.74366,-19.44914,-0.75872,0.86783,5.52584,22.488741,2.14591,130.04682,-17.80993,,,,,,,3.05372,-6.24269,-23.57162,,,,,,,0.90637,-31.19419,0.60817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,,,
76,5/31/2025,42:36.6,3,1,"Horn, Tyner",10068252,Right,NEB,"Egrie, CJ",809041,Right,HOL_CRU,Undefined,3,Top,2,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,81.08071,-0.806375,-1.506013,2881.96951,56.842786,8:00,5.59367,0.78969,5.05075,-53.87696,-9.96497,-17.28233,0.34309,-2.07122,75.04179,-10.451949,-4.567973,0.476939,,,,,,,,,,,,8.20056,-4.36961,-0.63184,50,5.47351,3.81335,-117.70906,-3.67609,11.47036,22.97881,-38.28594,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,426846f0-3e3e-11f0-8e21-9f560cccee3c,79.02986,,,6.03892,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,42:36.6,2025-05-31T12:42:36.5776896-04:00,2025-05-31T16:42:36.5776896Z,,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,3d50e591-a4fc-418c-823d-34b5b3325e7c,55.45119,-118.76845,11.48941,5.6023,-1.91098,-19.14297,-0.79546,3.28453,5.73518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
77,5/31/2025,42:46.7,3,2,"Horn, Tyner",10068252,Right,NEB,"Egrie, CJ",809041,Right,HOL_CRU,Undefined,3,Top,2,1,0,Slider,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,85.42959,-0.384136,-0.753689,2695.347619,88.590873,9:00,5.75208,0.75064,5.18058,-37.93408,0.96083,-5.19197,2.22945,-0.39119,79.19769,-7.255414,-1.674467,0.448867,74.58869,69.546589,147.078603,4335.595803,,,,,24.12369,,,2.4341,0.84626,-0.67637,50,5.68708,1.85358,-124.16966,-2.26142,3.83798,22.54703,-30.8397,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,4868af40-3e3e-11f0-8e21-9f560cccee3c,83.97236,58.39853,,6.2319,,,,3.14444,2.33548,0.31993,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,42:46.7,2025-05-31T12:42:46.6564096-04:00,2025-05-31T16:42:46.6564096Z,,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,cb96a062-7284-4afa-ae87-ce2e703a19a2,55.31997,-125.13194,11.27352,5.75551,-0.94522,-15.41985,-0.75199,1.68978,1.91899,345.507658,3.14444,-32.0891,-5.39864,3.40455,-3.60801,10.09497,-17.51705,15.32983,-5.36853,2.33548,102.49997,-33.38827,4.98417,-2.00103,3.81338,-6.26618,5.36013,-1.85066,0.31994,20.77666,-5.43589,1.92535,-1.59669,4.30782,-7.43046,6.48012,-2.26415,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,,77.63963,27.56720238,-25.37548749
78,5/31/2025,43:02.0,3,3,"Horn, Tyner",10068252,Right,NEB,"Egrie, CJ",809041,Right,HOL_CRU,Undefined,3,Top,2,1,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.94131,0.16273,-1.606167,2351.686696,191.262794,12:30,5.83015,0.28876,5.56742,-13.45355,18.72702,3.51933,4.8611,-0.91871,85.25798,-2.421553,-0.978801,0.40829,,,,,,,,,,,,-2.23579,9.7126,-0.15262,50,5.83558,3.65548,-136.287,-0.01166,-4.18739,31.1328,-13.98345,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,516da500-3e3e-11f0-8e21-9f560cccee3c,92.31788,,,8.68333,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,43:02.0,2025-05-31T12:43:02.0405760-04:00,2025-05-31T16:43:02.0405760Z,,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,46eb04ff-e8dd-4e56-8934-2e32961297aa,54.92773,-137.40805,15.5664,5.82693,0.49187,-6.99173,-0.28697,3.80627,-2.0937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
79,5/31/2025,43:14.0,3,4,"Horn, Tyner",10068252,Right,NEB,"Egrie, CJ",809041,Right,HOL_CRU,Undefined,3,Top,2,2,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,85.47227,-0.280254,-1.415231,1576.49095,262.617624,2:45,5.66207,0.90905,5.71045,-35.20463,3.38567,16.53462,2.46717,0.96819,78.14588,-6.766841,1.545685,0.447106,,,,,,,,,,,,-8.7965,2.19071,-0.80088,50,5.6169,2.37647,-124.11891,-1.83288,-13.67174,25.69633,-28.76919,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,58b47000-3e3e-11f0-8e21-9f560cccee3c,84.30315,,,7.32639,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,43:14.0,2025-05-31T12:43:13.9815936-04:00,2025-05-31T16:43:13.9815936Z,,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,0f2cfed3-98d1-4409-972d-9728bd55d5cb,54.78753,-125.10615,12.84817,5.66609,-0.72759,-14.38459,-0.90227,2.90173,-6.83587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
80,5/31/2025,43:28.2,3,5,"Horn, Tyner",10068252,Right,NEB,"Egrie, CJ",809041,Right,HOL_CRU,Undefined,3,Top,2,3,1,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,92.70125,-1.568886,-1.997502,2312.636442,211.168587,1:00,5.73899,0.43672,5.7193,-19.41639,13.04548,7.31941,2.65833,-0.8147,85.45561,-5.189804,-0.688484,0.41007,102.35352,18.440377,-4.134859,1868.504284,109.91349,33.21641,-4.34509,348.50559,339.18933,0.024578,3.669789,-4.2676,7.34264,-0.27453,50,5.59585,4.37982,-134.67698,-4.358,-7.90535,26.89874,-18.57246,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,6121b9a0-3e3e-11f0-8e21-9f560cccee3c,91.91709,43.43005,,7.24565,,,,2.11827,2.70708,0.80949,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,43:28.3,2025-05-31T12:43:28.2569216-04:00,2025-05-31T16:43:28.2569216Z,LineDrive,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,ea7e4d68-47b2-41d0-8a7f-61e307d41ae6,54.78015,-135.62834,13.44937,5.73837,-3.70112,-9.28623,-0.43439,4.65942,-3.95268,205.524114,2.1185,142.03178,-24.08678,5.36127,-1.03992,0.15256,-0.01156,-0.00048,0.00013,2.7068,47.49384,-14.38513,0.28641,-0.01175,0.03722,-0.0193,0.00438,-0.00037,0.80945,-10.26684,6.42589,-2.06832,0.55045,-0.12225,0.02127,-0.00246,0.00013,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,92.20828,16.63393593,-5.691918044
81,5/31/2025,45:44.4,1,1,"Wywoda, Jaden",809064,Right,HOL_CRU,"Helligso, Hogan",823087,Right,NEB,Undefined,3,Bottom,0,0,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,73.30043,2.072334,0.52604,2066.791266,64.273751,8:15,4.93723,1.53783,4.14285,-58.23964,-2.29567,-8.66843,2.07222,1.31995,66.84368,-8.323672,-0.981817,0.538329,,,,,,,,,,,,4.33075,-1.21626,-1.58629,50,5.10532,-0.61074,-106.09895,1.6798,4.90151,19.35711,-33.55062,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,b26ce1e0-3e3e-11f0-8e21-9f560cccee3c,70.01742,,,6.45676,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,45:44.4,2025-05-31T12:45:44.3896320-04:00,2025-05-31T16:45:44.3896320Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,bdb0bcad-ad15-453b-b204-1a9f96fe99cd,56.35534,-107.25218,9.67856,4.9457,3.67863,-16.77531,-1.5412,-0.90275,2.45076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
82,5/31/2025,45:59.6,1,2,"Wywoda, Jaden",809064,Right,HOL_CRU,"Helligso, Hogan",823087,Right,NEB,Undefined,3,Bottom,0,1,0,Fastball,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,86.01397,-0.987717,-3.497899,2149.375582,266.368032,3:00,5.15171,1.27646,4.91273,-36.8601,2.34677,17.58536,1.14426,-0.56965,78.98219,-7.651989,-0.399899,0.450664,60.07274,-54.673521,-97.447863,,,,,2.8441,2.8707,-7.899166,0.018621,-9.72359,1.74539,-0.95035,50,5.0241,6.83492,-124.63946,-3.59392,-15.32251,24.64417,-29.42364,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,bb67ec90-3e3e-11f0-8e21-9f560cccee3c,83.63764,1.34218,,7.03179,,,,2.94042,1.34218,0.55235,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,45:59.6,2025-05-31T12:45:59.6280320-04:00,2025-05-31T16:45:59.6280320Z,GroundBall,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,7b155602-c503-4e83-8ce5-994dc1ffc210,55.58745,-125.73937,12.32208,5.1552,-2.28069,-14.71182,-1.27067,7.5188,-7.66125,,2.94048,-6.62173,,,,,,,,1.34276,-72.07809,,,,,,,,0.55276,-50.65317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,,41.84545,10.56224577,-0.570077872
83,5/31/2025,46:41.5,1,3,"Wywoda, Jaden",809064,Right,HOL_CRU,"Helligso, Hogan",823087,Right,NEB,Undefined,3,Bottom,0,1,1,Slider,Curveball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,74.33056,2.178799,-1.131038,2190.370455,94.682746,9:15,4.95083,1.48373,4.23903,-51.65121,2.45957,-8.40142,2.73376,-0.29928,67.81814,-7.082123,-2.592944,0.529436,79.4377,42.710956,67.481418,4775.491386,29.81133,81.04303,105.8832,248.69191,89.40532,82.060815,4.841615,3.74784,1.0024,-1.3506,50,5.13592,2.47469,-107.5984,2.20087,4.37331,19.47913,-31.00436,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,d46ccd00-3e3e-11f0-8e21-9f560cccee3c,71.19362,86.33619,,6.51241,,,,2.48684,3.04109,-0.12587,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,46:41.5,2025-05-31T12:46:41.5102464-04:00,2025-05-31T16:46:41.5102464Z,FlyBall,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,6ebf970e-f846-47e3-a2b4-029f8894cdb3,56.25898,-108.72559,9.73956,4.95665,3.99499,-15.50218,-1.48648,2.22162,2.18665,,2.49567,32.59624,-14.65147,3.52884,-0.09377,-0.25067,0.07631,-0.00897,0.00037,3.04072,79.01946,-21.40811,1.20238,0.32691,-0.29937,0.10022,-0.01552,0.00091,-0.11893,78.92578,-11.86328,1.4278,0.6173,-0.44219,0.11958,-0.01523,0.00075,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,,,
84,5/31/2025,47:05.2,1,4,"Wywoda, Jaden",809064,Right,HOL_CRU,"Helligso, Hogan",823087,Right,NEB,Undefined,3,Bottom,0,1,2,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,74.37403,0.75412,-2.619499,2209.283126,116.373606,10:00,4.9293,1.36581,4.61735,-47.81825,5.33359,-7.36115,1.66218,-1.73972,68.28736,-7.857048,-3.907915,0.524724,,,,,,,,,,,,2.86791,2.88,-1.08921,50,4.96307,5.22578,-107.72265,-0.25247,3.36559,18.93781,-28.79428,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,e2947540-3e3e-11f0-8e21-9f560cccee3c,71.83294,,,6.08668,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,47:05.1,2025-05-31T12:47:05.1504640-04:00,2025-05-31T16:47:05.1504640Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,8018fdf3-bba4-45a4-b1db-ff5f1cc45bfa,55.87983,-108.75142,9.4689,4.9343,1.31174,-14.39714,-1.36813,5.04295,1.6828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
85,5/31/2025,47:25.2,1,5,"Wywoda, Jaden",809064,Right,HOL_CRU,"Helligso, Hogan",823087,Right,NEB,Undefined,3,Bottom,0,2,2,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,88.45486,-1.066953,-4.496577,2330.251626,262.972387,2:45,5.13388,1.31727,5.1833,-33.15675,3.58166,19.71623,1.36379,-1.27893,81.15285,-7.101003,-1.01308,0.436246,,,,,,,,,,,,-11.07449,2.40504,-0.91452,50,5.00918,9.18318,-128.08163,-3.67607,-18.45474,25.67146,-28.16628,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,ee6cd650-3e3e-11f0-8e21-9f560cccee3c,86.40175,,,7.30201,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,47:25.2,2025-05-31T12:47:25.1661824-04:00,2025-05-31T16:47:25.1661824Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,68fcee3b-04e1-4947-87cd-b6c29b16c13e,55.31655,-129.14283,12.83573,5.13707,-2.51174,-14.08314,-1.3099,9.94606,-9.22737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
86,5/31/2025,47:42.6,1,6,"Wywoda, Jaden",809064,Right,HOL_CRU,"Helligso, Hogan",823087,Right,NEB,Undefined,3,Bottom,0,3,2,Fastball,Sinker,BallCalled,Walk,Undefined,Undefined,0,0,,87.51983,1.477976,-2.968602,2284.600109,253.251782,2:30,5.14417,1.32466,5.09243,-30.99462,6.22374,17.21934,3.95633,-0.04056,80.70324,-4.173428,0.071213,0.439086,,,,,,,,,,,,-9.29249,3.05067,-1.05818,50,5.25963,5.81,-127.01335,2.09132,-15.37307,22.91442,-27.12718,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,f8c17d90-3e3e-11f0-8e21-9f560cccee3c,85.84286,,,6.81659,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,47:42.6,2025-05-31T12:47:42.5658880-04:00,2025-05-31T16:47:42.5658880Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,c769afad-95d2-480c-805a-c546bddc20d7,55.40748,-127.98519,11.45721,5.14653,3.24183,-13.56359,-1.31842,6.462,-7.68653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
87,5/31/2025,48:33.4,2,1,"Wywoda, Jaden",809064,Right,HOL_CRU,"Silva, Riley",683342,Left,NEB,Undefined,3,Bottom,0,0,0,Slider,Curveball,HitByPitch,Undefined,Undefined,Undefined,0,0,,76.08708,0.051408,-3.384248,2384.868353,61.901142,8:00,4.85005,1.60546,4.33716,-55.74877,-4.13437,-10.87678,0.25354,-2.53867,69.93682,-9.84946,-5.27825,0.517079,,,,,,,,,,,,4.40634,-1.85217,-1.2288,50,4.79891,6.94937,-110.11394,-1.95905,5.36575,21.04774,-34.42952,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,1712dfa0-3e3f-11f0-8e21-9f560cccee3c,72.89494,,,6.15025,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,48:33.4,2025-05-31T12:48:33.4244864-04:00,2025-05-31T16:48:33.4244864Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,717139aa-c6bc-4ef0-9fea-942020395e78,56.16465,-111.28604,10.52387,4.85462,-0.04174,-17.21476,-1.60748,6.65056,2.68288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
88,5/31/2025,50:14.1,3,1,"Wywoda, Jaden",809064,Right,HOL_CRU,"Nunez, Devin",830147,Left,NEB,Undefined,3,Bottom,0,0,0,Slider,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,74.03457,1.502054,-1.738262,2134.870834,209.21875,1:00,4.80594,1.64408,4.33898,-49.17038,6.25784,2.28244,2.1447,0.17276,66.26552,-7.40893,-1.34035,0.535842,,,,,,,,,,,,-1.72189,3.04354,-1.45945,50,4.91917,3.14948,-106.91061,1.06312,-1.94313,22.7202,-28.73943,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,531e6cd0-3e3f-11f0-8e21-9f560cccee3c,70.34243,,,7.76905,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,50:14.1,2025-05-31T12:50:14.0694528-04:00,2025-05-31T16:50:14.0694528Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,1bcfeee6-c7b7-4128-a89a-71fba7384d7a,56.15555,-108.21085,11.3601,4.81127,2.70783,-14.36972,-1.64287,3.26068,-0.97156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
89,5/31/2025,50:36.6,3,2,"Wywoda, Jaden",809064,Right,HOL_CRU,"Nunez, Devin",830147,Left,NEB,Undefined,3,Bottom,0,0,1,Slider,Curveball,InPlay,Undefined,LineDrive,Single,0,0,,74.6382,1.84656,-1.285762,2333.363708,75.844761,8:30,4.83839,1.73683,4.76609,-53.76983,0.6961,-6.59981,2.10936,-0.0324,65.96024,-7.973868,-2.445858,0.53117,98.52863,9.162952,28.958563,3197.325963,93.84003,6.63243,57.39309,150.9435,145.40721,33.088283,1.221893,2.74528,0.17213,-1.60174,50,4.97689,2.68558,-107.70194,1.62442,3.09269,25.81985,-31.98012,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,608e5dd0-3e3f-11f0-8e21-9f560cccee3c,70.9611,8.36831,,8.67796,,,,3.47805,2.47679,0.23791,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,50:36.6,2025-05-31T12:50:36.6064128-04:00,2025-05-31T16:50:36.6064128Z,LineDrive,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,f4d2e816-0d33-4ccd-92c3-2a07b12e8929,55.72745,-109.06637,12.90993,4.84639,3.31438,-15.99006,-1.73933,2.52215,1.54635,,3.47805,124.82709,-22.50975,2.76442,-0.53059,0.09054,-0.01389,0.00241,-0.00027,2.47679,23.01193,-24.27546,3.86942,-0.83277,0.20747,-0.04387,0.00764,-0.00081,0.23791,69.07482,-0.39505,-1.18377,0.31502,-0.08994,0.02113,-0.00379,0.0004,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,,,
